P (mbar)	T (K)	logP(mbar)	T (experiment)	P(experiment)																											
mbar	K		K	mbar																											
5.54625712957911	1.5349398145228	0.744			1.5349398145228																										
5.55904257270404	1.53543356692723	0.745			1.53543356692723																										
5.5718574893193	1.53592755438768	0.746			1.53592755438768																										
5.58470194736831	1.5364217771324	0.747			1.5364217771324																										
5.5975760149511	1.53691623539101	0.748			1.53691623539101																										
5.61047976032471	1.53741092939445	0.749			1.53741092939445																										
5.62341325190349	1.537905859375	0.75			1.537905859375																										
5.63637655825954	1.53840102556629	0.751			1.53840102556629																										
5.64936974812302	1.53889642820327	0.752			1.53889642820327																										
5.66239289038253	1.5393920675222	0.753			1.5393920675222																										
5.67544605408547	1.5398879437607	0.754			1.5398879437607																										
5.68852930843841	1.54038405715768	0.755			1.54038405715768																										
5.70164272280747	1.54088040795338	0.756			1.54088040795338																										
5.71478636671867	1.54137699638935	0.757			1.54137699638935																										
5.72796030985829	1.54187382270844	0.758			1.54187382270844																										
5.74116462207328	1.54237088715483	0.759			1.54237088715483																										
5.75439937337157	1.542868189974	0.76			1.542868189974																										
5.76766463392251	1.5433657314127	0.761			1.5433657314127																										
5.78096047405718	1.543863511719	0.762			1.543863511719																										
5.79428696426881	1.54436153114227	0.763			1.54436153114227																										
5.80764417521312	1.54485978993317	0.764			1.54485978993317																										
5.82103217770871	1.54535828834362	0.765			1.54535828834362																										
5.83445104273745	1.54585702662685	0.766			1.54585702662685																										
5.84790084144481	1.54635600503736	0.767			1.54635600503736																										
5.86138164514029	1.54685522383093	0.768			1.54685522383093																										
5.87489352529777	1.54735468326461	0.769			1.54735468326461																										
5.88843655355589	1.54785438359673	0.77			1.54785438359673																										
5.90201080171844	1.54835432508688	0.771			1.54835432508688																										
5.91561634175474	1.5488545079959	0.772			1.5488545079959																										
5.9292532458	1.54935493258591	0.773			1.54935493258591																										
5.94292158615573	1.54985559912029	0.774			1.54985559912029																										
5.9566214352901	1.55035650786365	0.775			1.55035650786365																										
5.97035286583837	1.55085765908188	0.776			1.55085765908188																										
5.9841159506032	1.55135905304209	0.777			1.55135905304209																										
5.99791076255509	1.55186069001265	0.778			1.55186069001265																										
6.01173737483278	1.55236257026317	0.779			1.55236257026317																										
6.02559586074358	1.55286469406449	0.78			1.55286469406449																										
6.0394862937638	1.5533670616887	0.781			1.5533670616887																										
6.05340874753914	1.5538696734091	0.782			1.5538696734091																										
6.06736329588505	1.55437252950022	0.783			1.55437252950022																										
6.08135001278718	1.55487563023784	0.784			1.55487563023784																										
6.09536897240169	1.55537897589893	0.785			1.55537897589893																										
6.10942024905572	1.55588256676169	0.786			1.55588256676169																										
6.12350391724774	1.55638640310555	0.787			1.55638640310555																										
6.13762005164794	1.55689048521112	0.788			1.55689048521112																										
6.15176872709868	1.55739481336025	0.789			1.55739481336025																										
6.16595001861482	1.55789938783597	0.79			1.55789938783597																										
6.18016400138416	1.55840420892253	0.791			1.55840420892253																										
6.19441075076781	1.55890927690537	0.792			1.55890927690537																										
6.20869034230064	1.55941459207112	0.793			1.55941459207112																										
6.2230028516916	1.55992015470761	0.794			1.55992015470761																										
6.23734835482419	1.56042596510387	0.795			1.56042596510387																										
6.25172692775686	1.56093202355008	0.796			1.56093202355008																										
6.26613864672335	1.56143833033765	0.797			1.56143833033765																										
6.28058358813318	1.56194488575914	0.798			1.56194488575914																										
6.29506182857198	1.56245169010828	0.799			1.56245169010828																										
6.30957344480193	1.56295874368	0.8			1.56295874368																										
6.32411851376219	1.56346604677037	0.801			1.56346604677037																										
6.33869711256927	1.56397359967666	0.802			1.56397359967666																										
6.35330931851744	1.56448140269726	0.803			1.56448140269726																										
6.36795520907916	1.56498945613177	0.804			1.56498945613177																										
6.38263486190549	1.5654977602809	0.805			1.5654977602809																										
6.39734835482648	1.56600631544655	0.806			1.56600631544655																										
6.41209576585162	1.56651512193176	0.807			1.56651512193176																										
6.4268771731702	1.56702418004071	0.808			1.56702418004071																										
6.44169265515177	1.56753349007872	0.809			1.56753349007872																										
6.45654229034656	1.56804305235228	0.81			1.56804305235228																										
6.47142615748583	1.56855286716899	0.811			1.56855286716899																										
6.48634433548238	1.56906293483759	0.812			1.56906293483759																										
6.50129690343091	1.56957325566796	0.813			1.56957325566796																										
6.51628394060843	1.57008382997111	0.814			1.57008382997111																										
6.53130552647472	1.57059465805916	0.815			1.57059465805916																										
6.54636174067275	1.57110574024538	0.816			1.57110574024538																										
6.56145266302905	1.57161707684413	0.817			1.57161707684413																										
6.5765783735542	1.57212866817091	0.818			1.57212866817091																										
6.59173895244321	1.57264051454231	0.819			1.57264051454231																										
6.60693448007596	1.57315261627605	0.82			1.57315261627605																										
6.62216503701762	1.57366497369096	0.821			1.57366497369096																										
6.63743070401909	1.57417758710695	0.822			1.57417758710695																										
6.65273156201741	1.57469045684505	0.823			1.57469045684505																										
6.66806769213622	1.57520358322738	0.824			1.57520358322738																										
6.68343917568615	1.57571696657717	0.825			1.57571696657717																										
6.69884609416526	1.57623060721872	0.826			1.57623060721872																										
6.71428852925952	1.57674450547742	0.827			1.57674450547742																										
6.72976656284318	1.57725866167978	0.828			1.57725866167978																										
6.74528027697922	1.57777307615334	0.829			1.57777307615334																										
6.76082975391982	1.57828774922675	0.83			1.57828774922675																										
6.77641507610675	1.57880268122975	0.831			1.57880268122975																										
6.79203632617184	1.57931787249312	0.832			1.57931787249312																										
6.80769358693741	1.57983332334872	0.833			1.57983332334872																										
6.8233869414167	1.5803490341295	0.834			1.5803490341295																										
6.83911647281429	1.58086500516944	0.835			1.58086500516944																										
6.85488226452661	1.58138123680361	0.836			1.58138123680361																										
6.87068440014232	1.58189772936812	0.837			1.58189772936812																										
6.88652296344276	1.58241448320014	0.838			1.58241448320014																										
6.90239803840242	1.5829314986379	0.839			1.5829314986379																										
6.91830970918936	1.58344877602066	0.84			1.58344877602066																										
6.93425806016569	1.58396631568875	0.841			1.58396631568875																										
6.95024317588797	1.58448411798353	0.842			1.58448411798353																										
6.96626514110769	1.58500218324739	0.843			1.58500218324739																										
6.98232404077171	1.58552051182378	0.844			1.58552051182378																										
6.99841996002273	1.58603910405716	0.845			1.58603910405716																										
7.01455298419971	1.58655796029304	0.846			1.58655796029304																										
7.03072319883833	1.58707708087795	0.847			1.58707708087795																										
7.04693068967147	1.58759646615944	0.848			1.58759646615944																										
7.06317554262962	1.58811611648609	0.849			1.58811611648609																										
7.07945784384138	1.5886360322075	0.85			1.5886360322075																										
7.09577767963389	1.58915621367428	0.851			1.58915621367428																										
7.11213513653329	1.58967666123805	0.852			1.58967666123805																										
7.12853030126519	1.59019737525146	0.853			1.59019737525146																										
7.14496326075513	1.59071835606813	0.854			1.59071835606813																										
7.16143410212902	1.59123960404273	0.855			1.59123960404273																										
7.17794291271362	1.59176111953089	0.856			1.59176111953089																										
7.19448978003699	1.59228290288926	0.857			1.59228290288926																										
7.211074791829	1.59280495447548	0.858			1.59280495447548																										
7.2276980360217	1.59332727464819	0.859			1.59332727464819																										
7.2443596007499	1.59384986376701	0.86			1.59384986376701																										
7.26105957435155	1.59437272219254	0.861			1.59437272219254																										
7.27779804536824	1.59489585028638	0.862			1.59489585028638																										
7.29457510254569	1.5954192484111	0.863			1.5954192484111																										
7.31139083483417	1.59594291693026	0.864			1.59594291693026																										
7.32824533138904	1.59646685620837	0.865			1.59646685620837																										
7.34513868157115	1.59699106661093	0.866			1.59699106661093																										
7.36207097494736	1.59751554850442	0.867			1.59751554850442																										
7.37904230129101	1.59804030225625	0.868			1.59804030225625																										
7.39605275058238	1.59856532823483	0.869			1.59856532823483																										
7.41310241300917	1.59909062680951	0.87			1.59909062680951																										
7.43019137896701	1.5996161983506	0.871			1.5996161983506																										
7.44731973905989	1.60014204322937	0.872			1.60014204322937																										
7.46448758410066	1.60066816181803	0.873			1.60066816181803																										
7.48169500511154	1.60119455448976	0.874			1.60119455448976																										
7.49894209332456	1.60172122161865	0.875			1.60172122161865																										
7.51622894018205	1.60224816357978	0.876			1.60224816357978																										
7.53355563733717	1.60277538074912	0.877			1.60277538074912																										
7.55092227665434	1.60330287350362	0.878			1.60330287350362																										
7.56832895020974	1.60383064222113	0.879			1.60383064222113																										
7.58577575029184	1.60435868728046	0.88			1.60435868728046																										
7.60326276940182	1.60488700906132	0.881			1.60488700906132																										
7.62079010025412	1.60541560794438	0.882			1.60541560794438																										
7.63835783577691	1.6059444843112	0.883			1.6059444843112																										
7.65596606911256	1.60647363854427	0.884			1.60647363854427																										
7.67361489361819	1.60700307102701	0.885			1.60700307102701																										
7.6913044028661	1.60753278214375	0.886			1.60753278214375																										
7.7090346906443	1.6080627722797	0.887			1.6080627722797																										
7.72680585095702	1.60859304182103	0.888			1.60859304182103																										
7.74461797802519	1.60912359115478	0.889			1.60912359115478																										
7.76247116628692	1.6096544206689	0.89			1.6096544206689																										
7.78036551039804	1.61018553075224	0.891			1.61018553075224																										
7.79830110523259	1.61071692179456	0.892			1.61071692179456																										
7.8162780458833	1.6112485941865	0.893			1.6112485941865																										
7.83429642766212	1.61178054831959	0.894			1.61178054831959																										
7.85235634610072	1.61231278458626	0.895			1.61231278458626																										
7.87045789695099	1.61284530337982	0.896			1.61284530337982																										
7.88860117618554	1.61337810509446	0.897			1.61337810509446																										
7.90678627999825	1.61391119012526	0.898			1.61391119012526																										
7.92501330480472	1.61444455886816	0.899			1.61444455886816																										
7.94328234724282	1.61497821172	0.9			1.61497821172																										
7.96159350417319	1.61551214907847	0.901			1.61551214907847																										
7.97994687267977	1.61604637134214	0.902			1.61604637134214																										
7.99834255007028	1.61658087891045	0.903			1.61658087891045																										
8.01678063387679	1.61711567218369	0.904			1.61711567218369																										
8.03526122185617	1.61765075156301	0.905			1.61765075156301																										
8.05378441199067	1.61818611745045	0.906			1.61818611745045																										
8.07235030248838	1.61872177024886	0.907			1.61872177024886																										
8.09095899178382	1.61925771036198	0.908			1.61925771036198																										
8.10961057853841	1.61979393819438	0.909			1.61979393819438																										
8.12830516164099	1.62033045415147	0.91			1.62033045415147																										
8.1470428402084	1.62086725863954	0.911			1.62086725863954																										
8.16582371358592	1.62140435206567	0.912			1.62140435206567																										
8.1846478813479	1.62194173483783	0.913			1.62194173483783																										
8.20351544329818	1.6224794073648	0.914			1.6224794073648																										
8.22242649947071	1.62301737005618	0.915			1.62301737005618																										
8.24138115013002	1.62355562332244	0.916			1.62355562332244																										
8.26037949577179	1.62409416757484	0.917			1.62409416757484																										
8.27942163712334	1.62463300322548	0.918			1.62463300322548																										
8.29850767514423	1.62517213068729	0.919			1.62517213068729																										
8.31763771102671	1.62571155037401	0.92			1.62571155037401																										
8.33681184619634	1.6262512627002	0.921			1.6262512627002																										
8.35603018231248	1.62679126808124	0.922			1.62679126808124																										
8.37529282126883	1.62733156693332	0.923			1.62733156693332																										
8.39459986519397	1.62787215967342	0.924			1.62787215967342																										
8.41395141645195	1.62841304671936	0.925			1.62841304671936																										
8.43334757764275	1.62895422848973	0.926			1.62895422848973																										
8.4527884516029	1.62949570540394	0.927			1.62949570540394																										
8.47227414140596	1.63003747788221	0.928			1.63003747788221																										
8.49180475036314	1.63057954634553	0.929			1.63057954634553																										
8.51138038202377	1.6311219112157	0.93			1.6311219112157																										
8.5310011401759	1.63166457291529	0.931			1.63166457291529																										
8.55066712884683	1.63220753186769	0.932			1.63220753186769																										
8.5703784523037	1.63275078849705	0.933			1.63275078849705																										
8.59013521505396	1.63329434322831	0.934			1.63329434322831																										
8.60993752184601	1.6338381964872	0.935			1.6338381964872																										
8.6297854776697	1.6343823487002	0.936			1.6343823487002																										
8.64967918775693	1.63492680029459	0.937			1.63492680029459																										
8.66961875758217	1.63547155169841	0.938			1.63547155169841																										
8.68960429286302	1.63601660334048	0.939			1.63601660334048																										
8.70963589956081	1.63656195565037	0.94			1.63656195565037																										
8.72971368388112	1.63710760905843	0.941			1.63710760905843																										
8.74983775227436	1.63765356399577	0.942			1.63765356399577																										
8.77000821143635	1.63819982089424	0.943			1.63819982089424																										
8.79022516830884	1.63874638018646	0.944			1.63874638018646																										
8.81048873008014	1.63929324230582	0.945			1.63929324230582																										
8.83079900418563	1.63984040768643	0.946			1.63984040768643																										
8.85115609830835	1.64038787676316	0.947			1.64038787676316																										
8.87156012037961	1.64093564997163	0.948			1.64093564997163																										
8.89201117857948	1.64148372774821	0.949			1.64148372774821																										
8.91250938133745	1.64203211053	0.95			1.64203211053																										
8.93305483733295	1.64258079875483	0.951			1.64258079875483																										
8.95364765549594	1.64312979286129	0.952			1.64312979286129																										
8.97428794500748	1.64367909328867	0.953			1.64367909328867																										
8.99497581530035	1.64422870047702	0.954			1.64422870047702																										
9.01571137605957	1.64477861486711	0.955			1.64477861486711																										
9.03649473722301	1.64532883690042	0.956			1.64532883690042																										
9.057326008982	1.64587936701917	0.957			1.64587936701917																										
9.07820530178186	1.64643020566629	0.958			1.64643020566629																										
9.09913272632251	1.64698135328544	0.959			1.64698135328544																										
9.1201083935591	1.64753281032098	0.96			1.64753281032098																										
9.1411324147025	1.64808457721798	0.961			1.64808457721798																										
9.16220490122	1.64863665442225	0.962			1.64863665442225																										
9.18332596483581	1.64918904238026	0.963			1.64918904238026																										
9.20449571753171	1.64974174153923	0.964			1.64974174153923																										
9.22571427154763	1.65029475234706	0.965			1.65029475234706																										
9.24698173938222	1.65084807525234	0.966			1.65084807525234																										
9.26829823379349	1.65140171070438	0.967			1.65140171070438																										
9.28966386779936	1.65195565915317	0.968			1.65195565915317																										
9.3110787546783	1.6525099210494	0.969			1.6525099210494																										
9.33254300796991	1.65306449684445	0.97			1.65306449684445																										
9.35405674147552	1.65361938699037	0.971			1.65361938699037																										
9.3756200692588	1.65417459193992	0.972			1.65417459193992																										
9.39723310564638	1.65473011214653	0.973			1.65473011214653																										
9.41889596522841	1.6552859480643	0.974			1.6552859480643																										
9.44060876285923	1.65584210014803	0.975			1.65584210014803																										
9.46237161365793	1.65639856885317	0.976			1.65639856885317																										
9.48418463300897	1.65695535463585	0.977			1.65695535463585																										
9.50604793656281	1.65751245795289	0.978			1.65751245795289																										
9.52796164023652	1.65806987926176	0.979			1.65806987926176																										
9.54992586021436	1.65862761902058	0.98			1.65862761902058																										
9.57194071294844	1.65918567768816	0.981			1.65918567768816																										
9.59400631515933	1.65974405572395	0.982			1.65974405572395																										
9.61612278383665	1.66030275358807	0.983			1.66030275358807																										
9.6382902362397	1.66086177174129	0.984			1.66086177174129																										
9.66050878989813	1.66142111064504	0.985			1.66142111064504																										
9.68277856261249	1.66198077076138	0.986			1.66198077076138																										
9.7050996724549	1.66254075255304	0.987			1.66254075255304																										
9.72747223776965	1.66310105648338	0.988			1.66310105648338																										
9.74989637717387	1.66366168301641	0.989			1.66366168301641																										
9.77237220955811	1.66422263261679	0.99			1.66422263261679																										
9.79489985408699	1.66478390574979	0.991			1.66478390574979																										
9.81747943019984	1.66534550288134	0.992			1.66534550288134																										
9.84011105761134	1.66590742447799	0.993			1.66590742447799																										
9.8627948563121	1.66646967100694	0.994			1.66646967100694																										
9.88553094656939	1.66703224293599	0.995			1.66703224293599																										
9.90831944892768	1.66759514073358	0.996			1.66759514073358																										
9.93116048420934	1.66815836486879	0.997			1.66815836486879																										
9.95405417351527	1.66872191581129	0.998			1.66872191581129																										
9.97700063822553	1.66928579403139	0.999			1.66928579403139																										
10	1.66985	1			1.66985																										
10.023052380779	1.67041453418867	1.001			1.67041453418867																										
10.046157902784	1.67097939706953	1.002			1.67097939706953																										
10.069316688518	1.67154458911534	1.003			1.67154458911534																										
10.0925288607668	1.67211011079946	1.004			1.67211011079946																										
10.115794542599	1.67267596259586	1.005			1.67267596259586																										
10.1391138573668	1.67324214497911	1.006			1.67324214497911																										
10.162486928707	1.67380865842437	1.007			1.67380865842437																										
10.1859138805412	1.6743755034074	1.008			1.6743755034074																										
10.2093948370768	1.67494268040457	1.009			1.67494268040457																										
10.2329299228075	1.67551018989282	1.01			1.67551018989282																										
10.2565192625141	1.67607803234971	1.011			1.67607803234971																										
10.2801629812647	1.67664620825336	1.012			1.67664620825336																										
10.3038612044162	1.67721471808248	1.013			1.67721471808248																										
10.327614057614	1.67778356231638	1.014			1.67778356231638																										
10.3514216667934	1.67835274143494	1.015			1.67835274143494																										
10.3752841581801	1.67892225591861	1.016			1.67892225591861																										
10.3992016582906	1.67949210624843	1.017			1.67949210624843																										
10.423174293933	1.68006229290601	1.018			1.68006229290601																										
10.447202192208	1.68063281637352	1.019			1.68063281637352																										
10.471285480509	1.68120367713373	1.02			1.68120367713373																										
10.4954242865232	1.68177487566994	1.021			1.68177487566994																										
10.5196187382322	1.68234641246604	1.022			1.68234641246604																										
10.5438689639126	1.68291828800648	1.023			1.68291828800648																										
10.5681750921366	1.68349050277625	1.024			1.68349050277625																										
10.5925372517729	1.68406305726092	1.025			1.68406305726092																										
10.6169555719872	1.6846359519466	1.026			1.6846359519466																										
10.6414301822432	1.68520918731998	1.027			1.68520918731998																										
10.6659612123026	1.68578276386827	1.028			1.68578276386827																										
10.6905487922266	1.68635668207923	1.029			1.68635668207923																										
10.7151930523761	1.6869309424412	1.03			1.6869309424412																										
10.7398941234124	1.68750554544302	1.031			1.68750554544302																										
10.7646521362984	1.68808049157412	1.032			1.68808049157412																										
10.7894672222983	1.68865578132441	1.033			1.68865578132441																										
10.8143395129794	1.6892314151844	1.034			1.6892314151844																										
10.839269140212	1.68980739364509	1.035			1.68980739364509																										
10.8642562361707	1.69038371719803	1.036			1.69038371719803																										
10.8893009333343	1.69096038633531	1.037			1.69096038633531																										
10.9144033644876	1.69153740154952	1.038			1.69153740154952																										
10.9395636627209	1.69211476333382	1.039			1.69211476333382																										
10.9647819614319	1.69269247218184	1.04			1.69269247218184																										
10.9900583943252	1.69327052858778	1.041			1.69327052858778																										
11.0153930954142	1.69384893304633	1.042			1.69384893304633																										
11.0407861990207	1.69442768605272	1.043			1.69442768605272																										
11.0662378397767	1.69500678810266	1.044			1.69500678810266																										
11.091748152624	1.69558623969241	1.045			1.69558623969241																										
11.1173172728159	1.69616604131873	1.046			1.69616604131873																										
11.1429453359173	1.69674619347888	1.047			1.69674619347888																										
11.1686324778056	1.69732669667062	1.048			1.69732669667062																										
11.1943788346715	1.69790755139223	1.049			1.69790755139223																										
11.2201845430196	1.6984887581425	1.05			1.6984887581425																										
11.2460497396693	1.69907031742069	1.051			1.69907031742069																										
11.2719745617551	1.69965222972659	1.052			1.69965222972659																										
11.297959146728	1.70023449556045	1.053			1.70023449556045																										
11.3240036323556	1.70081711542304	1.054			1.70081711542304																										
11.3501081567231	1.70140008981563	1.055			1.70140008981563																										
11.3762728582343	1.70198341923994	1.056			1.70198341923994																										
11.4024978756117	1.70256710419821	1.057			1.70256710419821																										
11.4287833478977	1.70315114519315	1.058			1.70315114519315																										
11.4551294144554	1.70373554272796	1.059			1.70373554272796																										
11.4815362149688	1.70432029730631	1.06			1.70432029730631																										
11.5080038894444	1.70490540943236	1.061			1.70490540943236																										
11.5345325782109	1.70549087961075	1.062			1.70549087961075																										
11.561122421921	1.70607670834656	1.063			1.70607670834656																										
11.5877735615513	1.70666289614539	1.064			1.70666289614539																										
11.6144861384034	1.70724944351328	1.065			1.70724944351328																										
11.6412602941049	1.70783635095673	1.066			1.70783635095673																										
11.6680961706096	1.70842361898273	1.067			1.70842361898273																										
11.6949939101987	1.70901124809873	1.068			1.70901124809873																										
11.7219536554813	1.70959923881261	1.069			1.70959923881261																										
11.7489755493953	1.71018759163275	1.07			1.71018759163275																										
11.7760597352081	1.71077630706796	1.071			1.71077630706796																										
11.8032063565173	1.71136538562752	1.072			1.71136538562752																										
11.8304155572516	1.71195482782115	1.073			1.71195482782115																										
11.8576874816716	1.71254463415903	1.074			1.71254463415903																										
11.8850222743702	1.71313480515178	1.075			1.71313480515178																										
11.9124200802737	1.71372534131048	1.076			1.71372534131048																										
11.9398810446427	1.71431624314663	1.077			1.71431624314663																										
11.9674053130724	1.71490751117221	1.078			1.71490751117221																										
11.9949930314938	1.71549914589961	1.079			1.71549914589961																										
12.0226443461741	1.71609114784166	1.08			1.71609114784166																										
12.050359403718	1.71668351751164	1.081			1.71668351751164																										
12.0781383510678	1.71727625542324	1.082			1.71727625542324																										
12.1059813355048	1.71786936209062	1.083			1.71786936209062																										
12.1338885046498	1.71846283802834	1.084			1.71846283802834																										
12.1618600064637	1.7190566837514	1.085			1.7190566837514																										
12.1898959892487	1.71965089977521	1.086			1.71965089977521																										
12.2179966016487	1.72024548661562	1.087			1.72024548661562																										
12.2461619926505	1.7208404447889	1.088			1.7208404447889																										
12.2743923115841	1.72143577481174	1.089			1.72143577481174																										
12.3026877081238	1.72203147720124	1.09			1.72203147720124																										
12.3310483322891	1.72262755247491	1.091			1.72262755247491																										
12.3594743344451	1.7232240011507	1.092			1.7232240011507																										
12.3879658653037	1.72382082374695	1.093			1.72382082374695																										
12.4165230759241	1.72441802078241	1.094			1.72441802078241																										
12.4451461177139	1.72501559277625	1.095			1.72501559277625																										
12.4738351424294	1.72561354024803	1.096			1.72561354024803																										
12.5025903021772	1.72621186371772	1.097			1.72621186371772																										
12.5314117494142	1.7268105637057	1.098			1.7268105637057																										
12.5602996369487	1.72740964073274	1.099			1.72740964073274																										
12.5892541179417	1.72800909532	1.1			1.72800909532																										
12.6182753459067	1.72860892798906	1.101			1.72860892798906																										
12.6473634747115	1.72920913926187	1.102			1.72920913926187																										
12.6765186585785	1.72980972966078	1.103			1.72980972966078																										
12.7057410520854	1.73041069970853	1.104			1.73041069970853																										
12.7350308101666	1.73101204992825	1.105			1.73101204992825																										
12.7643880881134	1.73161378084345	1.106			1.73161378084345																										
12.7938130415752	1.73221589297803	1.107			1.73221589297803																										
12.8233058265602	1.73281838685627	1.108			1.73281838685627																										
12.8528665994362	1.73342126300283	1.109			1.73342126300283																										
12.8824955169313	1.73402452194273	1.11			1.73402452194273																										
12.9121927361353	1.73462816420141	1.111			1.73462816420141																										
12.9419584144999	1.73523219030463	1.112			1.73523219030463																										
12.9717927098396	1.73583660077856	1.113			1.73583660077856																										
13.0016957803329	1.73644139614973	1.114			1.73644139614973																										
13.031667784523	1.73704657694503	1.115			1.73704657694503																										
13.0617088813184	1.73765214369172	1.116			1.73765214369172																										
13.0918192299941	1.73825809691744	1.117			1.73825809691744																										
13.121998990192	1.73886443715016	1.118			1.73886443715016																										
13.1522483219224	1.73947116491825	1.119			1.73947116491825																										
13.1825673855641	1.74007828075041	1.12			1.74007828075041																										
13.2129563418658	1.7406857851757	1.121			1.7406857851757																										
13.2434153519467	1.74129367872354	1.122			1.74129367872354																										
13.2739445772974	1.74190196192371	1.123			1.74190196192371																										
13.3045441797809	1.74251063530632	1.124			1.74251063530632																										
13.3352143216332	1.74311969940186	1.125			1.74311969940186																										
13.3659551654644	1.74372915474113	1.126			1.74372915474113																										
13.3967668742594	1.74433900185531	1.127			1.74433900185531																										
13.4276496113786	1.7449492412759	1.128			1.7449492412759																										
13.4586035405595	1.74555987353476	1.129			1.74555987353476																										
13.4896288259165	1.74617089916406	1.13			1.74617089916406																										
13.5207256319428	1.74678231869634	1.131			1.74678231869634																										
13.5518941235104	1.74739413266447	1.132			1.74739413266447																										
13.5831344658715	1.74800634160163	1.133			1.74800634160163																										
13.6144468246595	1.74861894604136	1.134			1.74861894604136																										
13.6458313658892	1.74923194651752	1.135			1.74923194651752																										
13.6772882559585	1.74984534356429	1.136			1.74984534356429																										
13.7088176616485	1.75045913771619	1.137			1.75045913771619																										
13.7404197501251	1.75107332950805	1.138			1.75107332950805																										
13.7720946889395	1.75168791947506	1.139			1.75168791947506																										
13.8038426460288	1.75230290815267	1.14			1.75230290815267																										
13.8356637897178	1.7529182960767	1.141			1.7529182960767																										
13.8675582887189	1.75353408378327	1.142			1.75353408378327																										
13.8995263121335	1.75415027180882	1.143			1.75415027180882																										
13.931568029453	1.75476686069009	1.144			1.75476686069009																										
13.9636836105594	1.75538385096415	1.145			1.75538385096415																										
13.9958732257262	1.75600124316836	1.146			1.75600124316836																										
14.0281370456196	1.75661903784041	1.147			1.75661903784041																										
14.0604752412991	1.75723723551829	1.148			1.75723723551829																										
14.0928879842187	1.75785583674029	1.149			1.75785583674029																										
14.1253754462275	1.758474842045	1.15			1.758474842045																										
14.1579377995708	1.75909425197132	1.151			1.75909425197132																										
14.1905752168909	1.75971406705845	1.152			1.75971406705845																										
14.2232878712282	1.76033428784587	1.153			1.76033428784587																										
14.2560759360219	1.76095491487339	1.154			1.76095491487339																										
14.288939585111	1.76157594868108	1.155			1.76157594868108																										
14.3218789927354	1.76219738980931	1.156			1.76219738980931																										
14.3548943335366	1.76281923879877	1.157			1.76281923879877																										
14.3879857825585	1.76344149619039	1.158			1.76344149619039																										
14.4211535152487	1.76406416252542	1.159			1.76406416252542																										
14.4543977074593	1.7646872383454	1.16			1.7646872383454																										
14.4877185354476	1.76531072419213	1.161			1.76531072419213																										
14.5211161758774	1.76593462060771	1.162			1.76593462060771																										
14.5545908058197	1.7665589281345	1.163			1.7665589281345																										
14.5881426027535	1.76718364731517	1.164			1.76718364731517																										
14.6217717445672	1.76780877869263	1.165			1.76780877869263																										
14.6554784095591	1.7684343228101	1.166			1.7684343228101																										
14.6892627764387	1.76906028021105	1.167			1.76906028021105																										
14.7231250243272	1.76968665143923	1.168			1.76968665143923																										
14.7570653327589	1.77031343703865	1.169			1.77031343703865																										
14.7910838816821	1.77094063755361	1.17			1.77094063755361																										
14.8251808514595	1.77156825352864	1.171			1.77156825352864																										
14.8593564228701	1.77219628550858	1.172			1.77219628550858																										
14.8936107771092	1.7728247340385	1.173			1.7728247340385																										
14.92794409579	1.77345359966374	1.174			1.77345359966374																										
14.9623565609443	1.7740828829299	1.175			1.7740828829299																										
14.9968483550237	1.77471258438284	1.176			1.77471258438284																										
15.0314196609002	1.77534270456868	1.177			1.77534270456868																										
15.0660706618674	1.77597324403378	1.178			1.77597324403378																										
15.1008015416415	1.77660420332476	1.179			1.77660420332476																										
15.1356124843621	1.7772355829885	1.18			1.7772355829885																										
15.1705036745934	1.77786738357212	1.181			1.77786738357212																										
15.205475297325	1.77849960562299	1.182			1.77849960562299																										
15.2405275379729	1.77913224968873	1.183			1.77913224968873																										
15.2756605823807	1.7797653163172	1.184			1.7797653163172																										
15.3108746168203	1.78039880605649	1.185			1.78039880605649																										
15.3461698279929	1.78103271945496	1.186			1.78103271945496																										
15.3815464030303	1.78166705706119	1.187			1.78166705706119																										
15.4170045294956	1.78230181942401	1.188			1.78230181942401																										
15.4525443953841	1.78293700709246	1.189			1.78293700709246																										
15.4881661891248	1.78357262061585	1.19			1.78357262061585																										
15.5238700995808	1.78420866054369	1.191			1.78420866054369																										
15.5596563160507	1.78484512742575	1.192			1.78484512742575																										
15.5955250282695	1.78548202181202	1.193			1.78548202181202																										
15.6314764264095	1.7861193442527	1.194			1.7861193442527																										
15.6675107010815	1.78675709529825	1.195			1.78675709529825																										
15.7036280433355	1.78739527549932	1.196			1.78739527549932																										
15.7398286446622	1.78803388540681	1.197			1.78803388540681																										
15.7761126969935	1.78867292557183	1.198			1.78867292557183																										
15.8124803927038	1.78931239654571	1.199			1.78931239654571																										
15.8489319246111	1.78995229888	1.2			1.78995229888																										
15.8854674859778	1.79059263312647	1.201			1.79059263312647																										
15.9220872705117	1.7912333998371	1.202			1.7912333998371																										
15.9587914723673	1.79187459956408	1.203			1.79187459956408																										
15.9955802861467	1.79251623285983	1.204			1.79251623285983																										
16.0324539069004	1.79315830027697	1.205			1.79315830027697																										
16.0694125301288	1.79380080236831	1.206			1.79380080236831																										
16.1064563517827	1.79444373968691	1.207			1.79444373968691																										
16.1435855682649	1.79508711278599	1.208			1.79508711278599																										
16.1808003764307	1.79573092221901	1.209			1.79573092221901																										
