Acquisition Time (ms)	Shunt Voltage (V)	Sample Voltage (V)	Integrated Sample Voltage (V)					
milliseconds	Volts	Volts	Volts					
7713000	-1.5759713	-4.32397787E-5	0.0089974844	-0.0071095156		0.0251044844	802	-56.7349668
7713250	-1.5962346	-5.30770888E-5	0.0089374073	-0.0071765927		0.0250514073	803	-57.4644456
7713500	-1.616403	-6.12240316E-5	0.0088691832	-0.0072518168		0.0249901832	804	-58.190508
7713750	-1.6367706	-9.86542343E-5	0.008763529	-0.007364471		0.024891529	805	-58.9237416
7714000	-1.6571408	-9.90039655E-5	0.008657525	-0.007477475		0.024792525	806	-59.6570688
7714250	-1.6772233	-9.99903868E-5	0.0085505346	-0.0075914654		0.0246925346	807	-60.3800388
7714500	-1.6975512	-1.354118771E-4	0.0084081228	-0.0077408772		0.0245571228	808	-61.1118432
7714750	-1.7179891	-1.417832616E-4	0.0082593395	-0.0078966605		0.0244153395	809	-61.8476076
7715000	-1.7382591	-1.379362188E-4	0.0081144033	-0.0080485967		0.0242774033	810	-62.5773276
7715250	-1.7583558	-1.698245275E-4	0.0079375788	-0.0082324212		0.0241075788	811	-63.3008088
7715500	-1.7784396	-2.006008705E-4	0.0077299779	-0.0084470221		0.0239069779	812	-64.0238256
7715750	-1.7985416	-2.72824841E-4	0.0074501531	-0.0087338469		0.0236341531	813	-64.7474976
7716000	-1.8190446	-3.169716757E-4	0.0071261814	-0.00906481860000001		0.0233171814	814	-65.4856056
7716250	-1.8396826	-4.168154411E-4	0.0067023659	-0.0094956341		0.0229003659	815	-66.2285736
7716500	-1.8600841	-4.43412945E-4	0.006251953	-0.009953047		0.022456953	816	-66.9630276
7716750	-1.8803425	-5.353339543E-4	0.005709619	-0.010502381		0.021921619	817	-67.69233
7717000	-1.9004975	-6.671691544E-4	0.0050354499	-0.0111835501		0.0212544499	818	-68.41791
7717250	-1.9209395	-8.262609671E-4	0.0042021889	-0.0120238111		0.0204281889	819	-69.153822
7717500	-1.9413441	-0.0010051036	0.0031900853	-0.0130429147		0.0194230853	820	-69.8883876
7717750	-1.9612839	-0.0011511702	0.0020319151	-0.0142080849		0.0182719151	821	-70.6062204
7718000	-1.9817237	-0.0013784416	6.464735E-4	-0.0156005265		0.0168934735	822	-71.3420532
7718250	-2.0021509	-0.0014205708	-7.81097400000002E-4	-0.0170350974		0.0154729026	823	-72.0774324
7718500	-2.0218337	-0.0014691072	-0.0022572046	-0.0185182046		0.0140037954	824	-72.7860132
7718750	-2.0415847	-0.0015222798	-0.0037864844	-0.0200544844		0.0124815156	825	-73.4970492
7719000	-2.0616859	-0.0015004889	-0.0052939732	-0.0215689732		0.0109810268	826	-74.2206924
7719250	-2.0818485	-0.001551294	-0.0068522673	-0.0231342673		0.0094297327	827	-74.946546
7719500	-2.1022165	-0.0014934763	-0.0083527436	-0.0246417436		0.0079362564	828	-75.679794
7719750	-2.1230078	-0.0013418499	-0.0097015935	-0.0259975935		0.0065944065	829	-76.4282808
7720001	-2.1435411	-8.392144716E-4	-0.0105478079	-0.0268508079		0.0057551921	830	-77.1674796
7720250	-2.1631374	-2.460659227E-4	-0.0108008739	-0.0271108739		0.0055091261	831	-77.8729464
7720500	-2.1836159	-1.435184663E-4	-0.0109513923	-0.0272683923		0.0053656077	832	-78.6101724
7720750	-2.2038703	-1.249737468E-4	-0.0110833661	-0.0274073661		0.0052406339	833	-79.3393308
7721000	-2.224127	-1.240007767E-4	-0.0112143668	-0.0275453668		0.0051166332	834	-80.068572
7721250	-2.2445756	-1.270586826E-4	-0.0113484255	-0.0276864255		0.0049895745	835	-80.8047216
7721500	-2.2642366	-1.244715687E-4	-0.0114798971	-0.0278248971		0.0048651029	836	-81.5125176
7721750	-2.2847539	-1.209114847E-4	-0.0116078086	-0.0279598086		0.0047441914	837	-82.2511404
7722000	-2.3053491	-1.115853202E-4	-0.0117263939	-0.0280853939		0.0046326061	838	-82.9925676
7722250	-2.3255683	-1.03797076E-4	-0.011837191	-0.028203191		0.004528809	839	-83.7204588
7722500	-2.3453914	-9.65423961E-5	-0.0119407334	-0.0283137334		0.0044322666	840	-84.4340904
7722751	-2.3656677	-9.75288174E-5	-0.0120452622	-0.0284252622		0.0043347378	841	-85.1640372
7723000	-2.3857742	-8.40327812E-5	-0.012136295	-0.028523295		0.004250705	842	-85.8878712
7723250	-2.4055946	-1.083166789E-4	-0.0122516117	-0.0286456117		0.0041423883	843	-86.6014056
7723500	-2.4259889	-1.162304675E-4	-0.0123748421	-0.0287758421		0.0040261579	844	-87.3356004
7723750	-2.4453567	-2.3570901E-6	-0.0123841992	-0.0287921992		0.0040238008	845	-88.0328412
7724000	-2.432944	2.42853116E-5	-0.0123669139	-0.0287819139		0.0040480861	846	-87.585984
7724250	-2.4127778	8.79320452E-5	-0.0122859819	-0.0287079819		0.0041360181	847	-86.8600008
7724500	-2.3925194	9.47876885E-5	-0.0121981942	-0.0286271942		0.0042308058	848	-86.1306984
7724750	-2.3724107	1.063019408E-4	-0.0120988922	-0.0285348922		0.0043371078	849	-85.4067852
7725000	-2.3526089	1.063288433E-4	-0.0119995634	-0.0284425634		0.0044434366	850	-84.6939204
7725250	-2.3322258	1.093329512E-4	-0.0118972304	-0.0283472304		0.0045527696	851	-83.9601288
7725500	-2.3115686	1.049119805E-4	-0.0117993185	-0.0282563185		0.0046576815	852	-83.2164696
7725750	-2.2911645	9.78545688E-5	-0.0117084639	-0.0281724639		0.0047555361	853	-82.481922
7726000	-2.2707626	9.09540881E-5	-0.0116245098	-0.0280955098		0.0048464902	854	-81.7474536
7726250	-2.2504757	8.23273663E-5	-0.0115491824	-0.0280271824		0.0049288176	855	-81.0171252
7726500	-2.230829	8.90574648E-5	-0.011467125	-0.027952125		0.005017875	856	-80.309844
7726750	-2.2105786	9.53347051E-5	-0.0113787903	-0.0278707903		0.0051132097	857	-79.5808296
7727001	-2.1900885	9.82356869E-5	-0.0112875546	-0.0277865546		0.0052114454	858	-78.843186
7727250	-2.1695708	8.97300262E-5	-0.0112048245	-0.0277108245		0.0053011755	859	-78.1045488
7727500	-2.1496795	9.18329018E-5	-0.0111199916	-0.0276329916		0.0053930084	860	-77.388462
7727750	-2.1293462	8.44392093E-5	-0.0110425524	-0.0275625524		0.0054774476	861	-76.6564632
7728000	-2.1094246	7.80633266E-5	-0.0109714891	-0.0274984891		0.0055555109	862	-75.9392856
7728250	-2.0892816	7.28846033E-5	-0.0109056045	-0.0274396045		0.0056283955	863	-75.2141376
7728501	-2.0690789	6.72664732E-5	-0.010845338	-0.027386338		0.005695662	864	-74.4868404
7728750	-2.0489002	6.21325873E-5	-0.0107902054	-0.0273382054		0.0057577946	865	-73.7604072
7729000	-2.0283807	5.38555975E-5	-0.0107433498	-0.0272983498		0.0058116502	866	-73.0217052
7729250	-2.0087042	4.09379335E-5	-0.0107094119	-0.0272714119		0.0058525881	867	-72.3133512
7729500	-1.9880853	2.87376685E-5	-0.0106876742	-0.0272566742		0.0058813258	868	-71.5710708
7729750	-1.9675565	1.96805074E-5	-0.0106749937	-0.0272509937		0.0059010063	869	-70.832034
7730000	-1.9473929	1.40444423E-5	-0.0106679493	-0.0272509493		0.0059150507	870	-70.1061444
7730250	-1.9276348	1.20088229E-5	-0.0106629405	-0.0272529405		0.0059270595	871	-69.3948528
7730500	-1.9074196	1.13362614E-5	-0.0106586042	-0.0272556042		0.0059383958	872	-68.6671056
7730750	-1.8871933	1.07533748E-5	-0.0106548508	-0.0272588508		0.0059491492	873	-67.9389588
7731000	-1.8664836	1.01166833E-5	-0.0106517342	-0.0272627342		0.0059592658	874	-67.1934096
7731250	-1.8459775	8.515987E-6	-0.0106502182	-0.0272682182		0.0059677818	875	-66.45519
7731500	-1.8253978	9.336512E-6	-0.0106478817	-0.0272728817		0.0059771183	876	-65.7143208
7731750	-1.8057903	1.03408704E-5	-0.0106445408	-0.0272765408		0.0059874592	877	-65.0084508
7732000	-1.7855257	9.6593415E-6	-0.0106418814	-0.0272808814		0.0059971186	878	-64.2789252
7732250	-1.7655813	9.8342075E-6	-0.0106390472	-0.0272850472		0.0060069528	879	-63.5609268
7732500	-1.7455996	9.7221139E-6	-0.0106363251	-0.0272893251		0.0060166749	880	-62.8415856
7732750	-1.7253416	9.9283661E-6	-0.0106333968	-0.0272933968		0.0060266032	881	-62.1122976
7733000	-1.7047624	1.01480695E-5	-0.0106302487	-0.0272972487		0.0060367513	882	-61.3714464
7733250	-1.6842198	8.498052E-6	-0.0106287506	-0.0273027506		0.0060452494	883	-60.6319128
7733500	-1.6636784	9.6907277E-6	-0.0106260599	-0.0273070599		0.0060549401	884	-59.8924224
7733750	-1.6439885	9.5741504E-6	-0.0106234858	-0.0273114858		0.0060645142	885	-59.183586
7734000	-1.6237666	8.9240076E-6	-0.0106215617	-0.0273165617		0.0060734383	886	-58.4555976
7734250	-1.6035608	9.5472479E-6	-0.0106190145	-0.0273210145		0.0060829855	887	-57.7281888
7734500	-1.5839609	8.7760441E-6	-0.0106172385	-0.0273262385		0.0060917615	888	-57.0225924
7734750	-1.5637024	9.9687198E-6	-0.0106142697	-0.0273302697		0.0061017303	889	-56.2932864
7735000	-1.5431183	8.6101456E-6	-0.0106126596	-0.0273356596		0.0061103404	890	-55.5522588
7735250	-1.522475	9.7938538E-6	-0.0106098657	-0.0273398657		0.0061201343	891	-54.8091
7735500	-1.5020094	9.457573E-6	-0.0106074082	-0.0273444082		0.0061295918	892	-54.0723384
7735750	-1.4824001	9.1302598E-6	-0.0106052779	-0.0273492779		0.0061387221	893	-53.3664036
7736000	-1.4621404	8.8971052E-6	-0.0106033808	-0.0273543808		0.0061476192	894	-52.6370544
7736250	-1.4419065	9.6638252E-6	-0.010600717	-0.027358717		0.006157283	895	-51.908634
7736500	-1.4215959	8.7715603E-6	-0.0105989454	-0.0273639454		0.0061660546	896	-51.1774524
7736750	-1.4009976	9.6145041E-6	-0.0105963309	-0.0273683309		0.0061756691	897	-50.4359136
7737000	-1.3803079	9.8611099E-6	-0.0105934698	-0.0273724698		0.0061855302	898	-49.6910844
7737250	-1.359931	9.1975159E-6	-0.0105912723	-0.0273772723		0.0061947277	899	-48.957516
7737500	-1.3401938	8.8522677E-6	-0.01058942	-0.02738242		0.00620358	900	-48.2469768
7737750	-1.3199603	9.7535001E-6	-0.0105866665	-0.0273866665		0.0062133335	901	-47.5185708
7738000	-1.299722	9.2109672E-6	-0.0105844555	-0.0273914555		0.0062225445	902	-46.789992
7738250	-1.2794226	9.8342075E-6	-0.0105816213	-0.0273956213		0.0062323787	903	-46.0592136
7738500	-1.2587632	9.5203454E-6	-0.010579101	-0.027400101		0.006241899	904	-45.3154752
7738750	-1.2382383	9.475508E-6	-0.0105766255	-0.0274046255		0.0062513745	905	-44.5765788
7739000	-1.2177469	1.0296033E-5	-0.0105733295	-0.0274083295		0.0062616705	906	-43.8388884
7739250	-1.1980369	1.01929069E-5	-0.0105701365	-0.0274121365		0.0062718635	907	-43.1293284
7739500	-1.177832	9.8880124E-6	-0.0105672485	-0.0274162485		0.0062817515	908	-42.401952
7739750	-1.1576818	1.02332606E-5	-0.0105640153	-0.0274200153		0.0062919847	909	-41.6765448
7740000	-1.137353	1.04260616E-5	-0.0105605892	-0.0274235892		0.0063024108	910	-40.944708
7740250	-1.1167787	1.06009275E-5	-0.0105569883	-0.0274269883		0.0063130117	911	-40.2040332
7740500	-1.0961617	9.300642E-6	-0.0105546876	-0.0274316876		0.0063223124	912	-39.4618212
7740750	-1.0757032	8.9060726E-6	-0.0105527816	-0.0274367816		0.0063312184	913	-38.7253152
7741000	-1.0560948	9.300642E-6	-0.0105504809	-0.0274414809		0.0063405191	914	-38.0194128
7741250	-1.0358867	9.4844755E-6	-0.0105479965	-0.0274459965		0.0063500035	915	-37.2919212
7741500	-1.0156943	7.870328E-6	-0.0105471261	-0.0274521261		0.0063578739	916	-36.5649948
7741750	-0.9929576814	8.9015889E-6	-0.0105452245	-0.0274572245		0.0063667755	917	-35.7464765304
7742001	-0.9747161216	9.3140933E-6	-0.0105429104	-0.0274619104		0.0063760896	918	-35.0897803776
7742250	-0.9549462308	1.00404596E-5	-0.01053987	-0.02746587		0.00638613	919	-34.3780643088
7742500	-0.9345842394	1.08923708E-5	-0.0105359776	-0.0274689776		0.0063970224	920	-33.6450326184
7742750	-0.9140685359	8.1617713E-6	-0.0105348158	-0.0274748158		0.0064051842	921	-32.9064672924
7743000	-0.8938539403	8.7939791E-6	-0.0105330219	-0.0274800219		0.0064139781	922	-32.1787418508
7743250	-0.873633205	9.1706135E-6	-0.0105308512	-0.0274848512		0.0064231488	923	-31.45079538
7743501	-0.8532418846	8.9105564E-6	-0.0105289407	-0.0274899407		0.0064320593	924	-30.7167078456
7743750	-0.8327478245	8.5608244E-6	-0.0105273799	-0.0274953799		0.0064406201	925	-29.978921682
7744000	-0.8131700297	9.9552685E-6	-0.0105244246	-0.0274994246		0.0064505754	926	-29.2741210692
7744250	-0.7926575948	9.9149148E-6	-0.0105215097	-0.0275035097		0.0064604903	927	-28.5356734128
7744500	-0.772239949	1.02018744E-5	-0.0105183078	-0.0275073078		0.0064706922	928	-27.800638164
7744750	-0.7519824642	1.05829926E-5	-0.0105147248	-0.0275107248		0.0064812752	929	-27.0713687112
7745000	-0.7318979054	1.04619315E-5	-0.0105112629	-0.0275142629		0.0064917371	930	-26.3483245944
7745250	-0.7115602959	1.02691305E-5	-0.0105079938	-0.0275179938		0.0065020062	931	-25.6161706524
7745500	-0.6910185762	1.0157037E-5	-0.0105048367	-0.0275218367		0.0065121633	932	-24.8766687432
7745750	-0.6703874562	9.5651829E-6	-0.0105022715	-0.0275262715		0.0065217285	933	-24.1339484232
7746000	-0.6499880085	1.15200949E-5	-0.0104977514	-0.0275287514		0.0065332486	934	-23.399568306
7746250	-0.629703094	1.10358506E-5	-0.0104937156	-0.0275317156		0.0065442844	935	-22.669311384
7746500	-0.6095983494	8.4666658E-6	-0.0104922489	-0.0275372489		0.0065527511	936	-21.9455405784
7746750	-0.5899665345	7.4219537E-6	-0.010491827	-0.027543827		0.006560173	937	-21.238795242
7747000	-0.5696268049	7.7447832E-6	-0.0104910822	-0.0275500822		0.0065679178	938	-20.5065649764
7747250	-0.5491378685	8.498052E-6	-0.0104895841	-0.0275555841		0.0065764159	939	-19.768963266
7747501	-0.5283922595	9.3992844E-6	-0.0104871849	-0.0275601849		0.0065858151	940	-19.022121342
7747750	-0.5081184317	9.0450687E-6	-0.0104851398	-0.0275651398		0.0065948602	941	-18.2922635412
7748001	-0.488412411	1.02467118E-5	-0.0104818931	-0.0275688931		0.0066051069	942	-17.582846796
7748251	-0.4682393794	9.0630036E-6	-0.0104798301	-0.0275738301		0.0066141699	943	-16.8566176584
7748500	-0.4481366225	1.11210417E-5	-0.010475709	-0.027576709		0.006625291	944	-16.13291841
7748750	-0.4277620426	1.03408704E-5	-0.0104723682	-0.0275803682		0.0066356318	945	-15.3994335336
7749000	-0.407596785	1.08295984E-5	-0.0104685386	-0.0275835386		0.0066464614	946	-14.67348426
7749250	-0.3873746363	1.02287769E-5	-0.0104653098	-0.0275873098		0.0066566902	947	-13.9454869068
7749500	-0.3670609228	1.01794557E-5	-0.0104621303	-0.0275911303		0.0066668697	948	-13.2141932208
7749750	-0.3467973866	9.8028213E-6	-0.0104593275	-0.0275953275		0.0066766725	949	-12.4847059176
7750000	-0.3264569944	1.26230957E-5	-0.0104537044	-0.0275967044		0.0066892956	950	-11.7524517984
7750250	-0.3064029572	1.02422281E-5	-0.0104504622	-0.0276004622		0.0066995378	951	-11.0305064592
7750500	-0.2860301	1.07354398E-5	-0.0104467267	-0.0276037267		0.0067102733	952	-10.2970836
7750750	-0.265327866	9.9552685E-6	-0.0104437715	-0.0276077715		0.0067202285	953	-9.551803176
7751000	-0.2448065529	9.8745612E-6	-0.0104408969	-0.0276118969		0.0067301031	954	-8.8130359044
7751251	-0.2243569279	1.03588054E-5	-0.0104375381	-0.0276155381		0.0067404619	955	-8.0768494044
7751500	-0.2048442841	1.01929069E-5	-0.0104343452	-0.0276193452		0.0067506548	956	-7.3743942276
7751750	-0.1853843352	9.8162725E-6	-0.0104315289	-0.0276235289		0.0067604711	957	-6.6738360672
7752001	-0.1656345419	7.8613605E-6	-0.0104306676	-0.0276296676		0.0067683324	958	-5.9628435084
7752250	-0.145561114	7.6640758E-6	-0.0104300035	-0.0276360035		0.0067759965	959	-5.240200104
7752500	-0.1254169697	7.6640758E-6	-0.0104293394	-0.0276423394		0.0067836606	960	-4.5150109092
7752750	-0.1050419481	7.8479093E-6	-0.0104284915	-0.0276484915		0.0067915085	961	-3.7815101316
7753000	-0.0824993261	7.5250798E-6	-0.0104279664	-0.0276549664		0.0067990336	962	-2.9699757396
7753250	-0.0639048872	8.6325643E-6	-0.0104263339	-0.0276603339		0.0068076661	963	-2.3005759392
7753500	-0.0440632358	7.8165231E-6	-0.0104255173	-0.0276665173		0.0068154827	964	-1.5862764888
7753750	-0.0240636429	8.7177554E-6	-0.0104237996	-0.0276717996		0.0068242004	965	-0.8662911444
7754000	-0.0042133961	7.4847261E-6	-0.0104233149	-0.0276783149		0.0068316851	966	-0.1516822596
