Acquisition Time (ms)	Shunt Voltage (V)	Sample Voltage (V)	Integrated Sample Voltage (V)					
milliseconds	Volts	Volts	Volts					
7549250	-0.3241888137	4.3595571E-6	0.0103832688	-0.0019087312		0.0226752688	257	-11.6707972932
7549500	-0.3444023051	3.7632193E-6	0.010380032	-0.001918968		0.022679032	258	-12.3984829836
7549750	-0.3646451255	4.7317078E-6	0.0103777637	-0.0019282363		0.0226837637	259	-13.127224518
7550000	-0.3851517299	3.4090036E-6	0.0103741727	-0.0019388273		0.0226871727	260	-13.8654622764
7550250	-0.405848531	1.7903723E-6	0.0103689631	-0.0019510369		0.0226889631	261	-14.610547116
7550500	-0.4263490399	4.6734191E-6	0.0103666365	-0.0019603635		0.0226936365	262	-15.3485654364
7550750	-0.4467069235	4.3685246E-6	0.010364005	-0.001969995		0.022698005	263	-16.081449246
7551000	-0.4668772607	3.9739552E-6	0.010360979	-0.001980021		0.022701979	264	-16.8075813852
7551250	-0.4872691995	3.8932478E-6	0.0103578722	-0.0019901278		0.0227058722	265	-17.541691182
7551500	-0.5067875854	2.0773319E-6	0.0103529496	-0.0020020504		0.0227079496	266	-18.2443530744
7551750	-0.5273904808	3.735094694E-7	0.0103463231	-0.0020156769		0.0227083231	267	-18.9860573088
7552000	-0.5480841457	2.0324944E-6	0.0103413556	-0.0020276444		0.0227103556	268	-19.7310292452
7552250	-0.5685193271	2.8036982E-6	0.0103371593	-0.0020388407		0.0227131593	269	-20.4666957756
7552500	-0.5888678466	2.5929623E-6	0.0103327522	-0.0020502478		0.0227157522	270	-21.1992424776
7552750	-0.6090101799	4.5344231E-6	0.0103302866	-0.0020597134		0.0227202866	271	-21.9243664764
7553000	-0.6293120116	1.6155063E-6	0.0103249021	-0.0020720979		0.0227219021	272	-22.6552324176
7553250	-0.6499945456	7.635951214E-7	0.0103186657	-0.0020853343		0.0227226657	273	-23.3998036416
7553500	-0.6706193494	1.4540916E-6	0.0103131198	-0.0020978802		0.0227241198	274	-24.1422965784
7553750	-0.6910176486	-6.71202679E-7	0.0103054486	-0.0021125514		0.0227234486	275	-24.8766353496
7554000	-0.7109389104	-8.371011746E-7	0.0102976115	-0.0021273885		0.0227226115	276	-25.5938007744
7554250	-0.7314299228	1.3509655E-6	0.0102919625	-0.0021400375		0.0227239625	277	-26.3314772208
7554500	-0.7511603254	2.52448405E-7	0.0102852149	-0.0021537851		0.0227242149	278	-27.0417717144
7554750	-0.7721103538	-1.5275976E-6	0.0102766873	-0.0021693127		0.0227226873	279	-27.7959727368
7555000	-0.7928046814	-5.187554127E-7	0.0102691686	-0.0021838314		0.0227221686	280	-28.5409685304
7555250	-0.8126751917	6.021803689E-7	0.0102627708	-0.0021972292		0.0227227708	281	-29.2563069012
7555500	-0.8331270693	-7.115563671E-7	0.0102550592	-0.0022119408		0.0227220592	282	-29.9925744948
7555750	-0.8533583613	-1.3706666E-6	0.0102466885	-0.0022273115		0.0227206885	283	-30.7209010068
7556000	-0.873582321	-1.8818133E-6	0.0102378067	-0.0022431933		0.0227188067	284	-31.448963556
7556250	-0.893979516	-2.39296E-6	0.0102284138	-0.0022595862		0.0227164138	285	-32.183262576
7556500	-0.9146781722	-3.8501766E-6	0.0102175636	-0.0022774364		0.0227125636	286	-32.9284141992
7556750	-0.9352107045	-2.6933708E-6	0.0102078702	-0.0022941298		0.0227098702	287	-33.667585362
7557000	-0.9556707094	-3.1776151E-6	0.0101976926	-0.0023113074		0.0227066926	288	-34.4041455384
7557250	-0.9759917993	-5.1818483E-6	0.0101855108	-0.0023304892		0.0227015108	289	-35.1357047748
7557500	-0.9955851861	-4.4868681E-6	0.0101740239	-0.0023489761		0.0226970239	290	-35.8410666996
7557750	-1.0157638	-3.6439244E-6	0.01016338	-0.00236662		0.02269338	291	-36.5674968
7558000	-1.0361289	-7.5178783E-6	0.0101488621	-0.0023881379		0.0226858621	292	-37.3006404
7558250	-1.0568877	-5.5943526E-6	0.0101362677	-0.0024077323		0.0226802677	293	-38.0479572
7558500	-1.0774763	-2.3436389E-6	0.0101269241	-0.0024240759		0.0226779241	294	-38.7891468
7558750	-1.0979145	-3.4107697E-6	0.0101165133	-0.0024414867		0.0226745133	295	-39.524922
7559000	-1.1182046	-6.5045525E-6	0.0101030088	-0.0024619912		0.0226680088	296	-40.2553656
7559250	-1.1383916	-3.6932455E-6	0.0100923155	-0.0024796845		0.0226643155	297	-40.9820976
7559500	-1.1587076	-4.3344208E-6	0.0100809811	-0.0024980189		0.0226599811	298	-41.7134736
7559750	-1.1784344	-7.0291504E-6	0.010066952	-0.002519048		0.022652952	299	-42.4236384
7560000	-1.199078	-1.09748364E-5	0.0100489771	-0.0025440229		0.0226419771	300	-43.166808
7560250	-1.2237022	-1.9897465E-5	0.0100220797	-0.0025779203		0.0226220797	301	-44.0532792
7560500	-1.2401171	-1.78842689E-5	0.0099971954	-0.0026098046		0.0226041954	302	-44.6442156
7560750	-1.2598788	-1.51895454E-5	0.0099750058	-0.0026389942		0.0225890058	303	-45.3556368
7561000	-1.2801127	-2.63316218E-5	0.0099416742	-0.0026793258		0.0225626742	304	-46.0840572
7561250	-1.3003377	-1.22975376E-5	0.0099223767	-0.0027056233		0.0225503767	305	-46.8121572
7561500	-1.3208144	-2.52420747E-5	0.0098901346	-0.0027448654		0.0225251346	306	-47.5493184
7561750	-1.3413785	-3.20887349E-5	0.0098510459	-0.0027909541		0.0224930459	307	-48.289626
7562000	-1.3619928	-3.76306288E-5	0.0098064153	-0.0028425847		0.0224554153	308	-49.0317408
7562250	-1.3824495	-4.8037373E-5	0.0097513779	-0.0029046221		0.0224073779	309	-49.768182
7562500	-1.4026411	-3.9424122E-5	0.0097049538	-0.0029580462		0.0223679538	310	-50.4950796
7562750	-1.4224625	-2.0955626E-5	0.0096769981	-0.0029930019		0.0223469981	311	-51.20865
7563000	-1.4425525	-1.7664566E-5	0.00965233359999999	-0.00302466640000001		0.0223293336	312	-51.93189
7563250	-1.4630025	-2.35382561E-5	0.0096217953	-0.0030622047		0.0223057953	313	-52.66809
7563500	-1.4837532	-2.34485815E-5	0.0095913467	-0.0030996533		0.0222823467	314	-53.4151152
7563750	-1.5042736	-2.94433324E-5	0.0095549034	-0.0031430966		0.0222529034	315	-54.1538496
7564000	-1.5246643	-3.59402615E-5	0.0095119631	-0.0031930369		0.0222169631	316	-54.8879148
7564250	-1.5449735	-4.48225365E-5	0.0094601406	-0.0032518594		0.0221721406	317	-55.619046
7564500	-1.5652587	-4.85305836E-5	0.00940461	-0.00331439		0.02212361	318	-56.3493132
7564750	-1.5856271	-2.73673641E-5	0.0093702426	-0.0033557574		0.0220962426	319	-57.0825756
7565000	-1.6062816	-5.66775264E-5	0.0093065651	-0.0034264349		0.0220395651	320	-57.8261376
7565250	-1.6263507	-6.50710745E-5	0.009234494	-0.003505506		0.021974494	321	-58.5486252
7565500	-1.6466225	-8.2624889E-5	0.0091448692	-0.0036021308		0.0218918692	322	-59.27841
7565750	-1.6668648	-8.12932203E-5	0.0090565759	-0.0036974241		0.0218105759	323	-60.0071328
7566000	-1.6871874	-8.4790532E-5	0.0089647854	-0.0037962146		0.0217257854	324	-60.7387464
7566250	-1.7074209	-9.94747575E-5	0.0088583106	-0.0039096894		0.0216263106	325	-61.4671524
7566500	-1.7279083	-1.104688707E-4	0.0087408418	-0.0040341582		0.0215158418	326	-62.2046988
7566750	-1.7486519	-1.275967306E-4	0.008606245	-0.004175755		0.021388245	327	-62.9514684
7567000	-1.7692413	-1.469395545E-4	0.0084523055	-0.0043366945		0.0212413055	328	-63.6926868
7567250	-1.7888083	-1.903196709E-4	0.0082549858	-0.0045410142		0.0210509858	329	-64.3970988
7567500	-1.8092569	-2.213874565E-4	0.0080265984	-0.0047764016		0.0208295984	330	-65.1332484
7567750	-1.8295519	-2.541725119E-4	0.0077654259	-0.0050445741		0.0205754259	331	-65.8638684
7568000	-1.8498597	-3.037536309E-4	0.0074546722	-0.0053623278		0.0202716722	332	-66.5949492
7568250	-1.8702371	-4.145959933E-4	0.0070330762	-0.0057909238		0.0198570762	333	-67.3285356
7568500	-1.8909522	-5.040778519E-4	0.0065219984	-0.0063090016		0.0193529984	334	-68.0742792
7568750	-1.9115301	-6.618648983E-4	0.0058531335	-0.0069848665		0.0186911335	335	-68.8150836
7569000	-1.9320148	-7.885796753E-4	0.0050575538	-0.0077874462		0.0179025538	336	-69.5525328
7569250	-1.9517043	-9.184734191E-4	0.0041320804	-0.0087199196		0.0169840804	337	-70.2613548
7569500	-1.971891	-0.0011001812	0.0030248992	-0.0098341008		0.0158838992	338	-70.988076
7569750	-1.9921177	-0.0013040565	0.0017138427	-0.0111521573		0.0145798427	339	-71.7162372
7570000	-2.0126252	-0.0014647849	2.42057800000001E-4	-0.0126309422		0.0131150578	340	-72.4545072
7570250	-2.0333514	-0.0015876616	-0.0013526038	-0.0142326038		0.0115273962	341	-73.2006504
7570500	-2.053891	-0.0016436679	-0.0030032717	-0.0158902717		0.0098837283	342	-73.940076
7570750	-2.0743071	-0.0015815458	-0.0045918175	-0.0174858175		0.0083021825	343	-74.6750556
7571000	-2.0940318	-0.0015596652	-0.0061584827	-0.0190594827		0.0067425173	344	-75.3851448
7571250	-2.1142398	-0.0015445998	-0.0077100825	-0.0206180825		0.0051979175	345	-76.1126328
7571500	-2.1344604	-0.0013990937	-0.0091161762	-0.0220311762		0.0037988238	346	-76.8405744
7571750	-2.1550418	-0.001146404	-0.0102695802	-0.0231915802		0.0026524198	347	-77.5815048
7572000	-2.1757444	-3.580785394E-4	-0.0106346587	-0.0235636587		0.0022943413	348	-78.3267984
7572250	-2.1956402	-1.751332674E-4	-0.010816792	-0.023752792		0.002119208	349	-79.0430472
7572500	-2.2161766	-1.368690903E-4	-0.0109606611	-0.0239036611		0.0019823389	350	-79.7823576
7572750	-2.2364475	-1.204137904E-4	-0.0110880749	-0.0240380749		0.0018619251	351	-80.51211
7573000	-2.2567233	-1.132891387E-4	-0.011208364	-0.024165364		0.001748636	352	-81.2420388
7573250	-2.2769692	-1.183871431E-4	-0.0113337512	-0.0242977512		0.0016302488	353	-81.9708912
7573500	-2.2975203	-1.229470995E-4	-0.0114636983	-0.0244346983		0.0015073017	354	-82.7107308
7573750	-2.318145	-1.201985712E-4	-0.0115908968	-0.0245688968		0.0013871032	355	-83.45322
7574000	-2.3387317	-1.107109923E-4	-0.0117086078	-0.0246936078		0.0012763922	356	-84.1943412
7574250	-2.3591835	-9.81879261E-5	-0.0118137957	-0.0248057957		0.0011782043	357	-84.930606
7574500	-2.3795052	-9.63047583E-5	-0.0119171005	-0.0249161005		0.0010818995	358	-85.6621872
7574750	-2.3997253	-1.09993595E-4	-0.0120340940981	-0.0250400940981		9.719059019E-4	359	-86.3901108
7575000	-2.4193177	-1.093120676E-4	-0.0121504061656	-0.0251634061656		8.625938344E-4	360	-87.0954372
7575250	-2.4398407	-1.156161961E-4	-0.0122730223617	-0.0252930223617		7.469776383E-4	361	-87.8342652
7575500	-2.4468528	5.9198997E-6	-0.012274102462	-0.025301102462		7.52897538E-4	362	-88.0867008
7575750	-2.4274739	4.31573864E-5	-0.0122379450756	-0.0252719450756		7.960549244E-4	363	-87.3890604
7576000	-2.4072694	9.14293649E-5	-0.0121535157108	-0.0251945157108		8.874842892E-4	364	-86.6616984
7576250	-2.3869695	9.26220405E-5	-0.0120678936702	-0.0251158936702		9.801063298E-4	365	-85.930902
7576500	-2.3666928	1.014864007E-4	-0.0119734073	-0.0250284073		0.0010815927	366	-85.2009408
7576750	-2.3461791	1.092522438E-4	-0.011871155	-0.024933155		0.001190845	367	-84.4624476
7577000	-2.3256685	1.006031033E-4	-0.0117775519	-0.0248465519		0.0012914481	368	-83.724066
7577250	-2.3058565	1.039793619E-4	-0.0116805726	-0.0247565726		0.0013954274	369	-83.010834
7577500	-2.2852961	9.72268447E-5	-0.0115903457	-0.0246733457		0.0014926543	370	-82.2706596
7577750	-2.264883	8.97838311E-5	-0.0115075619	-0.0245975619		0.0015824381	371	-81.535788
7578000	-2.2445903	8.84835456E-5	-0.0114260783	-0.0245230783		0.0016709217	372	-80.8052508
7578250	-2.2243243	9.48101072E-5	-0.0113382682	-0.0244422682		0.0017657318	373	-80.0756748
7578500	-2.2038797	9.622697E-5	-0.0112490413	-0.0243600413		0.0018619587	374	-79.3396692
7578751	-2.1830969	9.30748986E-5	-0.0111629664	-0.0242809664		0.0019550336	375	-78.5914884
7579000	-2.1634328	8.83714521E-5	-0.0110815949	-0.0242065949		0.0020434051	376	-77.8835808
7579250	-2.1429138	8.25784559E-5	-0.0110060165	-0.0241380165		0.0021259835	377	-77.1448968
7579500	-2.1225261	7.66509475E-5	-0.0109363655	-0.0240753655		0.0022026345	378	-76.4109396
7579750	-2.1022214	7.04050934E-5	-0.0108729604	-0.0240189604		0.0022730396	379	-75.6799704
7580000	-2.0820472	6.67642939E-5	-0.0108131961	-0.0239661961		0.0023398039	380	-74.9536992
7580250	-2.0614831	5.91464144E-5	-0.0107610497	-0.0239210497		0.0023989503	381	-74.2133916
7580500	-2.0417201	5.04120828E-5	-0.0107176376	-0.0238846376		0.0024493624	382	-73.5019236
7580750	-2.0211316	4.01712135E-5	-0.0106844664	-0.0238584664		0.0024895336	383	-72.7607376
7581000	-2.0005894	2.91815591E-5	-0.0106622849	-0.0238432849		0.0025187151	384	-72.0212184
7581250	-1.9802049	1.80394574E-5	-0.0106512454	-0.0238392454		0.0025367546	385	-71.2873764
7581500	-1.9603483	1.48021948E-5	-0.0106434432	-0.0238384432		0.0025515568	386	-70.5725388
7581750	-1.9397348	1.27127706E-5	-0.0106377304	-0.0238397304		0.0025642696	387	-69.8304528
7582000	-1.9191311	1.17353146E-5	-0.0106329951	-0.0238419951		0.0025760049	388	-69.0887196
7582250	-1.8994024	1.09910132E-5	-0.0106290041	-0.0238450041		0.0025869959	389	-68.3784864
7582500	-1.8786468	1.03543217E-5	-0.0106256498	-0.0238486498		0.0025973502	390	-67.6312848
7582750	-1.8582182	1.1291424E-5	-0.0106213584	-0.0238513584		0.0026086416	391	-66.8958552
7583000	-1.8377691	1.05650576E-5	-0.0106177933	-0.0238547933		0.0026192067	392	-66.1596876
7583250	-1.8174653	9.6369228E-6	-0.0106151564	-0.0238591564		0.0026288436	393	-65.4287508
7583500	-1.7971516	9.1706135E-6	-0.0106129858	-0.0238639858		0.0026380142	394	-64.6974576
7583750	-1.7766722	9.0316174E-6	-0.0106109541	-0.0238689541		0.0026470459	395	-63.9601992
7584000	-1.7559366	9.4172194E-6	-0.0106085369	-0.0238735369		0.0026564631	396	-63.2137176
7584250	-1.7354532	8.98678E-6	-0.0106065501	-0.0238785501		0.0026654499	397	-62.4763152
7584500	-1.7156916	8.8612352E-6	-0.0106046889	-0.0238836889		0.0026743111	398	-61.7648976
7584750	-1.6952598	9.2333859E-6	-0.0106024555	-0.0238884555		0.0026835445	399	-61.0293528
7585000	-1.6750558	8.9509101E-6	-0.0106005046	-0.0238935046		0.0026924954	400	-60.3020088
7585250	-1.6548	8.6011781E-6	-0.0105989034	-0.0238989034		0.0027010966	401	-59.5728
7585500	-1.6342168	8.9822963E-6	-0.0105969211	-0.0239039211		0.0027100789	402	-58.8318048
7585750	-1.6135414	8.7894953E-6	-0.0105951316	-0.0239091316		0.0027188684	403	-58.0874904
7586000	-1.5936733	8.7715603E-6	-0.0105933601	-0.0239143601		0.0027276399	404	-57.3722388
7586250	-1.5733819	9.2558046E-6	-0.0105911043	-0.0239191043		0.0027368957	405	-56.6417484
7586500	-1.5530785	8.8253653E-6	-0.0105892789	-0.0239242789		0.0027457211	406	-55.910826
7586750	-1.5327911	9.2692558E-6	-0.0105870097	-0.0239290097		0.0027549903	407	-55.1804796
7587000	-1.5124302	9.0943898E-6	-0.0105849153	-0.0239339153		0.0027640847	408	-54.4474872
7587250	-1.4918434	8.6818855E-6	-0.0105832334	-0.0239392334		0.0027727666	409	-53.7063624
7587500	-1.4722435	8.3321535E-6	-0.0105819012	-0.0239449012		0.0027810988	410	-53.000766
7587750	-1.4515797	8.847784E-6	-0.0105800534	-0.0239500534		0.0027899466	411	-52.2568692
7588000	-1.43109	9.4306706E-6	-0.0105776228	-0.0239546228		0.0027993772	412	-51.51924
7588250	-1.4106882	8.3142185E-6	-0.0105763086	-0.0239603086		0.0028076914	413	-50.7847752
7588500	-1.3904248	9.1302598E-6	-0.0105741783	-0.0239651783		0.0028168217	414	-50.0552928
7588750	-1.3701335	1.00494271E-5	-0.0105711289	-0.0239691289		0.0028268711	415	-49.324806
7589000	-1.3504703	8.672918E-6	-0.010569456	-0.023974456		0.002835544	416	-48.6169308
7589250	-1.3298358	8.4173446E-6	-0.0105680386	-0.0239800386		0.0028439614	417	-47.8740888
7589500	-1.3091577	8.2110925E-6	-0.0105668275	-0.0239858275		0.0028521725	418	-47.1296772
7589750	-1.288783	8.9643613E-6	-0.0105648632	-0.0239908632		0.0028611368	419	-46.396188
7590000	-1.2683473	9.0674874E-6	-0.0105627957	-0.0239957957		0.0028702043	420	-45.6605028
7590250	-1.2480835	8.3859584E-6	-0.0105614097	-0.0240014097		0.0028785903	421	-44.931006
7590500	-1.2278002	9.1212923E-6	-0.0105592884	-0.0240062884		0.0028877116	422	-44.2008072
7590750	-1.2071778	7.2470877E-6	-0.0105590413	-0.0240130413		0.0028949587	423	-43.4584008
7591001	-1.1862328	8.847784E-6	-0.0105571935	-0.0240181935		0.0029038065	424	-42.7043808
7591250	-1.165994	9.4710243E-6	-0.0105547225	-0.0240227225		0.0029132775	425	-41.975784
7591500	-1.1457164	8.9733288E-6	-0.0105527492	-0.0240277492		0.0029222508	426	-41.2457904
7591750	-1.126047	8.4935683E-6	-0.0105512556	-0.0240332556		0.0029307444	427	-40.537692
7592000	-1.1057868	1.02242931E-5	-0.0105480313	-0.0240370313		0.0029409687	428	-39.8083248
7592250	-1.0854949	8.5473732E-6	-0.010546484	-0.024042484		0.002949516	429	-39.0778164
7592500	-1.0650022	9.2064834E-6	-0.0105442775	-0.0240472775		0.0029587225	430	-38.3400792
7592750	-1.044276	8.3052511E-6	-0.0105429722	-0.0240529722		0.0029670278	431	-37.593936
7593000	-1.0237685	9.6234715E-6	-0.0105403487	-0.0240573487		0.0029766513	432	-36.855666
7593250	-1.0038496	9.7669513E-6	-0.0105375818	-0.0240615818		0.0029864182	433	-36.1385856
7593500	-0.9820581701	9.4396381E-6	-0.0105351422	-0.0240661422		0.0029958578	434	-35.3540941236
7593750	-0.9635308295	9.650374E-6	-0.0105324918	-0.0240704918		0.0030055082	435	-34.687109862
7594000	-0.9432844755	9.8655937E-6	-0.0105296262	-0.0240746262		0.0030153738	436	-33.958241118
7594250	-0.9226690358	9.2064834E-6	-0.0105274197	-0.0240794197		0.0030245803	437	-33.2160852888
7594500	-0.90204887	1.08251147E-5	-0.0105235946	-0.0240825946		0.0030354054	438	-32.47375932
7594750	-0.8820447008	9.7490163E-6	-0.0105208456	-0.0240868456		0.0030451544	439	-31.7536092288
7595000	-0.8619351418	9.2782233E-6	-0.0105185674	-0.0240915674		0.0030544326	440	-31.0296651048
7595250	-0.8421785462	8.6146293E-6	-0.0105169527	-0.0240969527		0.0030630473	441	-30.3184276632
7595500	-0.8219329432	8.9240076E-6	-0.0105150287	-0.0241020287		0.0030719713	442	-29.5895859552
7595750	-0.8018317764	9.5741504E-6	-0.0105124546	-0.0241064546		0.0030815454	443	-28.8659439504
7596000	-0.781528973	9.4082519E-6	-0.0105100463	-0.0241110463		0.0030909537	444	-28.135043028
7596250	-0.7608195834	9.8700774E-6	-0.0105071762	-0.0241151762		0.0031008238	445	-27.3895050024
7596500	-0.7403231381	9.6638252E-6	-0.0105045124	-0.0241195124		0.0031104876	446	-26.6516329716
7596750	-0.7207002015	8.1303851E-6	-0.010503382	-0.024125382		0.003118618	447	-25.945207254
7597000	-0.7003057892	7.9465516E-6	-0.0105024355	-0.0241314355		0.0031265645	448	-25.2110084112
7597250	-0.6799547078	8.7222392E-6	-0.0105007132	-0.0241367132		0.0031352868	449	-24.4783694808
7597500	-0.6602433425	8.4038934E-6	-0.0104993093	-0.0241423093		0.0031436907	450	-23.76876033
7597750	-0.6401935898	9.6279553E-6	-0.0104966814	-0.0241466814		0.0031533186	451	-23.0469692328
7598000	-0.6198689222	9.1571623E-6	-0.0104945242	-0.0241515242		0.0031624758	452	-22.3152811992
7598250	-0.5991453982	1.11300092E-5	-0.0104903942	-0.0241543942		0.0031736058	453	-21.5692343352
7598500	-0.5786197564	9.4127356E-6	-0.0104879815	-0.0241589815		0.0031830185	454	-20.8303112304
7598750	-0.5581582055	8.0989989E-6	-0.0104868825	-0.0241648825		0.0031911175	455	-20.093695398
7599000	-0.5384081914	9.1571623E-6	-0.0104847253	-0.0241697253		0.0032002747	456	-19.3826948904
7599250	-0.5182669181	1.03901916E-5	-0.0104813351	-0.0241733351		0.0032106649	457	-18.6576090516
7599500	-0.4980565186	9.4127356E-6	-0.0104789224	-0.0241779224		0.0032200776	458	-17.9300346696
7599750	-0.4777377698	9.6369228E-6	-0.0104762855	-0.0241822855		0.0032297145	459	-17.1985597128
7600000	-0.457154221	1.02018744E-5	-0.0104730836	-0.0241860836		0.0032399164	460	-16.457551956
7600250	-0.436468595	8.9778125E-6	-0.0104711058	-0.0241911058		0.0032488942	461	-15.71286942
7600500	-0.416090614	8.6235968E-6	-0.0104694822	-0.0241964822		0.0032575178	462	-14.979262104
7600750	-0.3957405485	9.6727927E-6	-0.0104668094	-0.0242008094		0.0032671906	463	-14.246659746
7601000	-0.3760577613	9.0495524E-6	-0.0104647598	-0.0242057598		0.0032762402	464	-13.5380794068
7601250	-0.3560093779	1.04081266E-5	-0.0104613517	-0.0242093517		0.0032866483	465	-12.8163376044
7601500	-0.3356481374	9.9238823E-6	-0.0104584278	-0.0242134278		0.0032965722	466	-12.0833329464
7601750	-0.3150061073	9.5741504E-6	-0.0104558537	-0.0242178537		0.0033061463	467	-11.3402198628
7602000	-0.2945116496	1.08520172E-5	-0.0104520017	-0.0242210017		0.0033169983	468	-10.6024193856
7602250	-0.2740359643	9.6189878E-6	-0.0104493827	-0.0242253827		0.0033266173	469	-9.8652947148
7602500	-0.2537187172	1.04081266E-5	-0.0104459745	-0.0242289745		0.0033370255	470	-9.1338738192
7602750	-0.2341032895	9.7310814E-6	-0.0104432435	-0.0242332435		0.0033467565	471	-8.427718422
7603000	-0.2139682443	1.02646468E-5	-0.0104399788	-0.0242369788		0.0033570212	472	-7.7028567948
7603250	-0.1936146452	7.3771162E-6	-0.0104396017	-0.0242436017		0.0033643983	473	-6.9701272272
7603500	-0.173008923	9.0316174E-6	-0.0104375701	-0.0242485701		0.0033734299	474	-6.228321228
7603750	-0.1523106201	9.7221139E-6	-0.010434848	-0.024252848		0.003383152	475	-5.4831823236
7604000	-0.1319338759	9.0630036E-6	-0.010432785	-0.024257785		0.003392215	476	-4.7496195324
7604250	-0.11227843	1.03946754E-5	-0.0104293903	-0.0242613903		0.0034026097	477	-4.04202348
7604500	-0.0904027248	9.5965691E-6	-0.0104267937	-0.0242657937		0.0034122063	478	-3.2544980928
7604750	-0.0718960823	9.8745612E-6	-0.0104239192	-0.0242699192		0.0034220808	479	-2.5882589628
7605000	-0.0515720379	9.4979267E-6	-0.0104214212	-0.0242744212		0.0034315788	480	-1.8565933644
7605250	-0.0309667606	8.8522677E-6	-0.010419569	-0.024279569		0.003440431	481	-1.1148033816
7605500	-0.0103520832	9.9507848E-6	-0.0104166182	-0.0242836182		0.0034503818	482	-0.3726749952
7617750	0.0099363868	7.834458E-6	-0.0104157837	-0.0242897837		0.0034582163	483	0.3577099248
7618000	0.0298322233	7.556466E-6	-0.0104152273	-0.0242962273		0.0034657727	484	1.0739600388
7618250	0.0501097407	7.7716856E-6	-0.0104144556	-0.0243024556		0.0034735444	485	1.8039506652
7618500	0.0702264417	7.8882629E-6	-0.0104135673	-0.0243085673		0.0034814327	486	2.5281519012
7618750	0.0906789674	8.0362265E-6	-0.0104125311	-0.0243145311		0.0034894689	487	3.2644428264
7619000	0.110706754	8.0631289E-6	-0.010411468	-0.024320468		0.003497532	488	3.985443144
7619250	0.1351057314	1.01615207E-5	-0.0104083064	-0.0243243064		0.0035076936	489	4.8638063304
7619500	0.1515078274	1.04978014E-5	-0.0104048086	-0.0243278086		0.0035181914	490	5.4542817864
7619750	0.1718971394	9.9328498E-6	-0.0104018758	-0.0243318758		0.0035281242	491	6.1882970184
7620000	0.1920718275	8.4711496E-6	-0.0104004046	-0.0243374046		0.0035365954	492	6.91458579
7620250	0.2123073383	9.0181662E-6	-0.0103983865	-0.0243423865		0.0035456135	493	7.6430641788
7620500	0.2319941645	8.672918E-6	-0.0103967136	-0.0243477136		0.0035542864	494	8.351789922
7620750	0.2523727431	1.06816349E-5	-0.0103930319	-0.0243510319		0.0035649681	495	9.0854187516
7621000	0.272967094	8.6594668E-6	-0.0103913724	-0.0243563724		0.0035736276	496	9.826815384
7621250	0.2934995622	9.6458903E-6	-0.0103887266	-0.0243607266		0.0035832734	497	10.5659842392
7621500	0.3139217811	1.1134493E-5	-0.0103845921	-0.0243635921		0.0035944079	498	11.3011841196
7621750	0.3341086161	1.12600378E-5	-0.010380332	-0.024366332		0.003605668	499	12.0279101796
7622000	0.3543049477	1.26051607E-5	-0.0103747269	-0.0243677269		0.0036182731	500	12.7549781172
7622250	0.3746461139	1.25020346E-5	-0.0103692248	-0.0243692248		0.0036307752	501	13.4872601004
7622500	0.3942890349	1.23764898E-5	-0.0103638483	-0.0243708483		0.0036431517	502	14.1944052564
7622750	0.4149626716	1.08968546E-5	-0.0103599515	-0.0243739515		0.0036540485	503	14.9386561776
7623000	0.4355093185	1.15963185E-5	-0.0103553552	-0.0243763552		0.0036656448	504	15.678335466
7623250	0.4559006181	1.03812241E-5	-0.0103519739	-0.0243799739		0.0036760261	505	16.4124222516
7623500	0.4760911192	1.00180409E-5	-0.0103489559	-0.0243839559		0.0036860441	506	17.1392802912
7623750	0.4963341389	1.03722566E-5	-0.0103455836	-0.0243875836		0.0036964164	507	17.8680290004
7624000	0.51638621	1.15514811E-5	-0.0103410322	-0.0243900322		0.0037079678	508	18.58990356
7624250	0.5362693737	1.11210417E-5	-0.0103369111	-0.0243929111		0.0037190889	509	19.3056974532
7624500	0.5570340897	1.19729529E-5	-0.0103319382	-0.0243949382		0.0037310618	510	20.0532272292
7624750	0.5775491106	1.29997301E-5	-0.0103259384	-0.0243959384		0.0037440616	511	20.7917679816
7625000	0.5978444722	1.46856175E-5	-0.0103182528	-0.0243952528		0.0037587472	512	21.5224009992
7625250	0.6181398779	1.22419775E-5	-0.0103130108	-0.0243970108		0.0037709892	513	22.2530356044
7625500	0.6383636393	1.47349387E-5	-0.0103052759	-0.0243962759		0.0037857241	514	22.9810910148
7625750	0.6588618313	1.59231306E-5	-0.0102963528	-0.0243943528		0.0038016472	515	23.7190259268
7626000	0.6793491574	1.50712194E-5	-0.0102882816	-0.0243932816		0.0038167184	516	24.4565696664
7626250	0.6991132376	1.54926913E-5	-0.0102797889	-0.0243917889		0.0038322111	517	25.1680765536
7626500	0.719558646	1.6142834E-5	-0.010270646	-0.024389646		0.003848354	518	25.904111256
7626750	0.7399302015	1.46093939E-5	-0.0102630366	-0.0243890366		0.0038629634	519	26.637487254
7627000	0.7601792283	1.68961029E-5	-0.0102531405	-0.0243861405		0.0038798595	520	27.3664522188
7627250	0.7803225997	1.77435303E-5	-0.010242397	-0.024382397		0.003897603	521	28.0916135892
7627500	0.8002020971	1.58782932E-5	-0.0102335187	-0.0243805187		0.0039134813	522	28.8072754956
7627750	0.8204209556	1.75507294E-5	-0.010222968	-0.024376968		0.003931032	523	29.5351544016
