Acquisition Time (ms)	Shunt Voltage (V)	Sample Voltage (V)	Integrated Sample Voltage (V)						
milliseconds	Volts	Volts	Volts						
5118500	-1.3664089	-3.895014E-6	0.0111335096	0.0090669096				307	-49.1907204
5118750	-1.3872563	-6.2310442E-6	0.0111211785	0.0090484785				308	-49.9412268
5119000	-1.407291	-6.163788E-6	0.0111089147	0.0090301147				309	-50.662476
5119250	-1.4280012	-6.6121623E-6	0.0110962026	0.0090113026				310	-51.4080432
5119500	-1.4485969	-1.0813422E-5	0.0110792891	0.0089882891				311	-52.1494884
5119750	-1.4685194	-1.20016112E-5	0.0110611875	0.0089640875				312	-52.8666984
5120000	-1.4892135	-1.16877499E-5	0.0110433998	0.0089401998				313	-53.611686
5120250	-1.5101237	-1.16384289E-5	0.0110256614	0.0089163614				314	-54.3644532
5120500	-1.5312572	-9.6431677E-6	0.0110099182	0.0088945182				315	-55.1252592
5120750	-1.552052	-1.33287962E-5	0.0109904894	0.0088689894				316	-55.873872
5121000	-1.5728789	-1.25531104E-5	0.0109718363	0.0088442363				317	-56.6236404
5121250	-1.5935111	-1.69561362E-5	0.0109487801	0.0088150801				318	-57.3663996
5121500	-1.6140921	-1.46694324E-5	0.0109280107	0.0087882107				319	-58.1073156
5121750	-1.6341068	-1.28311018E-5	0.0109090796	0.0087631796				320	-58.8278448
5122000	-1.6550241	-1.01767319E-5	0.0108928029	0.0087408029				321	-59.5808676
5122250	-1.6760912	-9.7149074E-6	0.010876988	0.008718888				322	-60.3392832
5122500	-1.6969404	-7.2040164E-6	0.010863684	0.008699484				323	-61.0898544
5122750	-1.7176701	-6.1772392E-6	0.0108514067	0.0086811067				324	-61.8361236
5123000	-1.7381932	-5.1997832E-6	0.0108401069	0.0086637069				325	-62.5749552
5123250	-1.7588887	-9.3875949E-6	0.0108246193	0.0086421193				326	-63.3199932
5123500	-1.7799325	-1.26158827E-5	0.0108059035	0.0086173035				327	-64.07757
5123750	-1.8001099	-1.45842414E-5	0.0107852192	0.0085905192				328	-64.8039564
5124000	-1.8214754	-2.01082004E-5	0.010759011	0.008558211				329	-65.5731144
5124250	-1.8418158	-2.51210139E-5	0.01072779	0.00852089				330	-66.3053688
5124500	-1.8625576	-2.59729231E-5	0.0106957171	0.0084827171				331	-67.0520736
5124750	-1.8832036	-3.32858916E-5	0.0106563312	0.0084372312				332	-67.7953296
5125000	-1.9037931	-3.83435424E-5	0.0106118876	0.0083866876				333	-68.5365516
5125250	-1.9248178	-3.798036E-5	0.0105678073	0.0083365073				334	-69.2934408
5125500	-1.9459521	-4.4880825E-5	0.0105168265	0.0082794265				335	-70.0542756
5125750	-1.9668013	-6.06097602E-5	0.0104501167	0.0082066167				336	-70.8048468
5126000	-1.9875387	-3.601948613E-4	0.0100838218	0.0078342218				337	-71.5513932
5126250	-2.0082101	-1.148584452E-4	0.0099628634	0.0077071634				338	-72.2955636
5126500	-2.0284418	-1.510735563E-4	0.0098056898	0.0075438898				339	-73.0239048
5126750	-2.0487897	-2.073578561E-4	0.009592232	0.007324332				340	-73.7564292
5127000	-2.0698706	-2.647855078E-4	0.0093213465	0.0070473465				341	-74.5153416
5127250	-2.0908378	-4.171248187E-4	0.0088981216	0.0066180216				342	-75.2701608
5127500	-2.1117177	-5.751001819E-4	0.0083169215	0.0060307215				343	-76.0218372
5127750	-2.1324698	-7.559739693E-4	0.0075548475	0.0052625475				344	-76.7689128
5128000	-2.152497	-9.875587764E-4	0.0065611887	0.0042627887				345	-77.489892
5128250	-2.172959	-0.0011897527	0.005365336	0.003060836				346	-78.226524
5128500	-2.193728	-0.0014129664	0.0039462696	0.0016356696				347	-78.974208
5128750	-2.2147482	-0.0015967008	0.0023434688	2.67688000000003E-5				348	-79.7309352
5129000	-2.2357756	-0.0016940247	6.433441E-4	-0.0016794559				349	-80.4879216
5129250	-2.2567202	-0.0017351092	-0.001097865	-0.003426765				350	-81.2419272
5129500	-2.2768512	-0.0017817445	-0.002885709506	-0.005220709506				351	-81.9666432
5129750	-2.2977329	-0.0017297376	-0.0046215471	-0.0069626471				352	-82.7183844
5130000	-2.3180309	-0.0017657913	-0.0063934385	-0.0087406385				353	-83.4491124
5130250	-2.3388231	-0.0017867259	-0.0081862644	-0.0105395644				354	-84.1976316
5130500	-2.3598897	-0.001715856	-0.0099082204	-0.0122676204				355	-84.9560292
5130750	-2.3809353	-0.0014287177	-0.0113430381	-0.0137085381				356	-85.7136708
5131000	-2.401809	-4.986346001E-4	-0.0118477727	-0.0142193727				357	-86.465124
5131250	-2.4224929	-1.839169002E-4	-0.0120377896	-0.0144154896				358	-87.2097444
5131500	-2.4431425	-1.433122146E-4	-0.0121872018	-0.0145710018				359	-87.95313
5131750	-2.4635952	-1.216826868E-4	-0.0123149845	-0.0147048845				360	-88.6894272
5132000	-2.4839324	-1.423437283E-4	-0.0124634283	-0.0148594283				361	-89.4215664
5132250	-2.4913259	8.398187546E-7	-0.0124686884	-0.0148707884				362	-89.6877324
5132500	-2.4724072	7.3816E-6	-0.0124674068	-0.0148756068				363	-89.0066592
5132750	-2.4516128	1.24661647E-5	-0.0124610407	-0.0148753407				364	-88.2580608
5133000	-2.4309467	2.35141077E-5	-0.0124436266	-0.0148640266				365	-87.5140812
5133250	-2.4104134	5.94019877E-5	-0.0123903246	-0.0148168246				366	-86.7748824
5133500	-2.3895629	8.59905845E-5	-0.012310434	-0.014743034				367	-86.0242644
5133750	-2.3686188	8.46858152E-5	-0.0122318482	-0.0146705482				368	-85.2702768
5134000	-2.347538	7.84085748E-5	-0.0121595396	-0.0146043396				369	-84.511368
5134250	-2.3267013	7.08983051E-5	-0.0120947413	-0.0145456413				370	-83.7612468
5134500	-2.3066068	6.35673851E-5	-0.0120372739	-0.0144942739				371	-83.0378448
5134750	-2.2859933	5.83931455E-5	-0.0119849808	-0.0144480808				372	-82.2957588
5135000	-2.2653664	5.28557228E-5	-0.011938225	-0.014407425				373	-81.5531904
5135250	-2.2446634	4.79191216E-5	-0.0118964059	-0.0143717059				374	-80.8078824
5135500	-2.2235776	4.28076544E-5	-0.0118596983	-0.0143410983				375	-80.0487936
5135750	-2.203235	3.70908819E-5	-0.0118287074	-0.0143162074				376	-79.31646
5136000	-2.1825003	3.37773958E-5	-0.01180103	-0.01429463				377	-78.5700108
5136250	-2.1616841	2.85179651E-5	-0.011778612	-0.014278312				378	-77.8206276
5136500	-2.1411072	2.51596415E-5	-0.0117595524	-0.0142653524				379	-77.0798592
5136750	-2.1204375	2.21958873E-5	-0.0117434565	-0.0142553565				380	-76.33575
5137000	-2.0996423	1.85595716E-5	-0.0117309969	-0.0142489969				381	-75.5871228
5137250	-2.0785654	1.50218983E-5	-0.011722075	-0.014246175				382	-74.8283544
5137500	-2.0575389	1.41475684E-5	-0.0117140275	-0.0142442275				383	-74.0714004
5137750	-2.0374217	1.26813844E-5	-0.0117074461	-0.0142437461				384	-73.3471812
5138000	-2.0166942	1.16994446E-5	-0.0117018466	-0.0142442466				385	-72.6009912
5138250	-1.9959782	1.17173796E-5	-0.0116962292	-0.0142447292				386	-71.8552152
5138500	-1.9754703	1.08251147E-5	-0.0116915041	-0.0142461041				387	-71.1169308
5138750	-1.9545841	1.05919601E-5	-0.0116870122	-0.0142477122				388	-70.3650276
5139000	-1.933473	1.09058221E-5	-0.0116822063	-0.0142490063				389	-69.605028
5139250	-1.9130725	1.00763296E-5	-0.01167823	-0.01425113				390	-68.87061
5139500	-1.8925271	1.08923708E-5	-0.0116734376	-0.0142524376				391	-68.1309756
5139750	-1.8716837	1.00225247E-5	-0.0116695151	-0.0142546151				392	-67.3806132
5140000	-1.8510555	9.8162725E-6	-0.0116657989	-0.0142569989				393	-66.637998
5140250	-1.8304367	1.01346183E-5	-0.0116617642	-0.0142590642				394	-65.8957212
5140500	-1.8095991	1.01929069E-5	-0.0116576713	-0.0142610713				395	-65.1455676
5140750	-1.7884545	1.00718459E-5	-0.0116536995	-0.0142631995				396	-64.384362
5141000	-1.7674476	1.062783E-5	-0.0116491717	-0.0142647717				397	-63.6281136
5141250	-1.7467036	9.4889592E-6	-0.0116457827	-0.0142674827				398	-62.8813296
5141500	-1.7259823	9.475508E-6	-0.0116424072	-0.0142702072				399	-62.1353628
5141750	-1.705375	9.3903169E-6	-0.0116391169	-0.0142730169				400	-61.3935
5142000	-1.6845013	9.493443E-6	-0.0116357234	-0.0142757234				401	-60.6420468
5142250	-1.66459	9.004715E-6	-0.0116328187	-0.0142789187				402	-59.92524
5142500	-1.6434975	9.9418173E-6	-0.0116289769	-0.0142811769				403	-59.16591
5142750	-1.6225218	8.2335112E-6	-0.0116268434	-0.0142851434				404	-58.4107848
5143000	-1.6018197	9.1168086E-6	-0.0116238266	-0.0142882266				405	-57.6655092
5143250	-1.5811238	7.6416571E-6	-0.0116222849	-0.0142927849				406	-56.9204568
5143500	-1.5605441	9.1392273E-6	-0.0116192457	-0.0142958457				407	-56.1795876
5143750	-1.5397315	9.0854224E-6	-0.0116162603	-0.0142989603				408	-55.430334
5144000	-1.5196334	8.9464263E-6	-0.0116134138	-0.0143022138				409	-54.7068024
5144250	-1.4985936	8.829849E-6	-0.011610684	-0.014305584				410	-53.9493696
5144500	-1.4776045	9.179581E-6	-0.0116076044	-0.0143086044				411	-53.193762
5144750	-1.456803	8.6191131E-6	-0.0116050853	-0.0143121853				412	-52.444908
5145000	-1.4366907	8.7446579E-6	-0.0116024406	-0.0143156406				413	-51.7208652
5145250	-1.416189	7.8030718E-6	-0.0116007376	-0.0143200376				414	-50.982804
5145500	-1.3955689	8.3276698E-6	-0.0115985099	-0.0143239099				415	-50.2404804
5145750	-1.3747134	8.533922E-6	-0.011596076	-0.014327576				416	-49.4896824
5146000	-1.353588	8.7625929E-6	-0.0115934134	-0.0143310134				417	-48.729168
5146250	-1.3326547	8.0138078E-6	-0.0115914996	-0.0143351996				418	-47.9755692
5146500	-1.3118246	8.7536254E-6	-0.0115888459	-0.0143386459				419	-47.2256856
5146750	-1.2917195	8.1886737E-6	-0.0115867573	-0.0143426573				420	-46.501902
5147000	-1.2712187	7.9017142E-6	-0.0115849556	-0.0143469556				421	-45.7638732
5147250	-1.250615	8.9912638E-6	-0.0115820643	-0.0143501643				422	-45.02214
5147500	-1.2297484	8.5249545E-6	-0.0115796393	-0.0143538393				423	-44.2709424
5147750	-1.2086591	8.811914E-6	-0.0115769274	-0.0143572274				424	-43.5117276
5148000	-1.1877231	9.0540362E-6	-0.0115739734	-0.0143603734				425	-42.7580316
5148250	-1.1677297	7.4936936E-6	-0.0115725797	-0.0143650797				426	-42.0382692
5148500	-1.1470686	7.7896206E-6	-0.0115708901	-0.0143694901				427	-41.2944696
5148750	-1.12637	7.7896206E-6	-0.0115692005	-0.0143739005				428	-40.54932
5149000	-1.1057992	8.3949259E-6	-0.0115669055	-0.0143777055				429	-39.8087712
5149250	-1.0849216	9.0495524E-6	-0.011563956	-0.014380856				430	-39.0571776
5149500	-1.0638135	8.98678E-6	-0.0115610692	-0.0143840692				431	-38.297286
5149750	-1.0429933	9.0943898E-6	-0.0115580748	-0.0143871748				432	-37.5477588
5150000	-1.0220804	8.5697919E-6	-0.011555605	-0.014390805				433	-36.7948944
5150250	-1.0020786	8.0003565E-6	-0.0115537047	-0.0143950047				434	-36.0748296
5150500	-0.9796649879	8.5384057E-6	-0.0115512663	-0.0143986663				435	-35.2679395644
5150750	-0.9609156923	8.6235968E-6	-0.0115487427	-0.0144022427				436	-34.5929649228
5151000	-0.9400022809	8.6953367E-6	-0.0115461473	-0.0144057473				437	-33.8400821124
5151250	-0.9188647061	8.5697919E-6	-0.0115436775	-0.0144093775				438	-33.0791294196
5151500	-0.8981760765	8.4890845E-6	-0.0115412884	-0.0144130884				439	-32.334338754
5151750	-0.8780512788	9.0674874E-6	-0.011538321	-0.014416221				440	-31.6098460368
5152000	-0.8572880458	8.1438363E-6	-0.0115362771	-0.0144202771				441	-30.8623696488
5152250	-0.8367124918	7.9779378E-6	-0.0115343992	-0.0144244992				442	-30.1216497048
5152500	-0.8160743487	8.7177554E-6	-0.0115317814	-0.0144279814				443	-29.3786765532
5152750	-0.7953404006	8.7715603E-6	-0.0115291099	-0.0144314099				444	-28.6322544216
5153000	-0.7742528705	9.2737396E-6	-0.0115259361	-0.0144343361				445	-27.873103338
5153250	-0.7541776316	8.7446579E-6	-0.0115232915	-0.0144377915				446	-27.1503947376
5153500	-0.7334518108	8.0138078E-6	-0.0115213777	-0.0144419777				447	-26.4042651888
5153750	-0.7126467488	8.690853E-6	-0.0115187868	-0.0144454868				448	-25.6552829568
5154000	-0.6921104178	8.4397634E-6	-0.011516447	-0.014449247				449	-24.9159750408
5154250	-0.6714536349	8.0138078E-6	-0.0115145332	-0.0144534332				450	-24.1723308564
5154500	-0.6506896511	9.4082519E-6	-0.011511225	-0.014456225				451	-23.4248274396
5154750	-0.6306095535	9.0495524E-6	-0.0115082754	-0.0144593754				452	-22.701943926
5155000	-0.6095313433	8.3949259E-6	-0.0115059805	-0.0144631805				453	-21.9431283588
5155250	-0.5887839675	8.1617713E-6	-0.0115039187	-0.0144672187				454	-21.19622283
5155500	-0.5680005488	8.7536254E-6	-0.0115012651	-0.0144706651				455	-20.4480197568
5155750	-0.5473146136	8.7894953E-6	-0.0114985756	-0.0144740756				456	-19.7033260896
5156000	-0.5267986009	8.3500885E-6	-0.0114963255	-0.0144779255				457	-18.9647496324
5156250	-0.5058953045	8.6191131E-6	-0.0114938064	-0.0144815064				458	-18.212230962
5156500	-0.4848089228	8.6011781E-6	-0.0114913052	-0.0144851052				459	-17.4531212208
5156750	-0.4649264866	8.5563407E-6	-0.0114888489	-0.0144887489				460	-16.7373535176
5157000	-0.4440121035	8.4935683E-6	-0.0114864553	-0.0144924553				461	-15.984435726
5157250	-0.4232399923	7.8299743E-6	-0.0114847254	-0.0144968254				462	-15.2366397228
5157500	-0.4027125396	8.5787594E-6	-0.0114822466	-0.0145004466				463	-14.4976514256
5157750	-0.3821057573	8.4307959E-6	-0.0114799158	-0.0145042158				464	-13.7558072628
5158000	-0.3612536541	8.4307959E-6	-0.011477585	-0.014507985				465	-13.0051315476
5158250	-0.3408783233	9.5158617E-6	-0.0114741691	-0.0145106691				466	-12.2716196388
5158500	-0.3201920347	8.498052E-6	-0.0114717711	-0.0145143711				467	-11.5269132492
5158750	-0.2994335722	8.6684343E-6	-0.0114692027	-0.0145179027				468	-10.7796085992
5159000	-0.2786592967	7.7089132E-6	-0.0114675937	-0.0145223937				469	-10.0317346812
5159250	-0.2580062683	8.7939791E-6	-0.0114648998	-0.0145257998				470	-9.2882256588
5159500	-0.2378790411	8.672918E-6	-0.0114623268	-0.0145293268				471	-8.5636454796
5159750	-0.2174621904	9.2064834E-6	-0.0114592204	-0.0145323204				472	-7.8286388544
5160000	-0.1966515629	9.2109672E-6	-0.0114561094	-0.0145353094				473	-7.0794562644
5160250	-0.1756076288	8.5877269E-6	-0.0114536217	-0.0145389217				474	-6.3218746368
5160500	-0.1547181576	9.9597523E-6	-0.0114497619	-0.0145411619				475	-5.5698536736
5160750	-0.1340328408	8.7581091E-6	-0.0114471038	-0.0145446038				476	-4.8251822688
5161000	-0.1134146184	8.2424787E-6	-0.0114449613	-0.0145485613				477	-4.0829262624
5161250	-0.0904521343	8.8836539E-6	-0.0114421777	-0.0145518777				478	-3.2562768348
5161500	-0.0728834323	8.5966944E-6	-0.011439681	-0.014555481				479	-2.6238035628
5161750	-0.0520082263	8.7894953E-6	-0.0114369915	-0.0145588915				480	-1.8722961468
5162000	-0.031056327	9.3903169E-6	-0.0114337012	-0.0145617012				481	-1.118027772
5162250	-0.0101455993	9.982171E-6	-0.011429819	-0.014563919				482	-0.3652415748
5179500	0.0111567244	8.6101456E-6	-0.0114273088	-0.0145675088				483	0.4016420784
5179750	0.0314416707	9.2513209E-6	-0.0114241575	-0.0145704575				484	1.1319001452
5180000	0.0521479233	8.359056E-6	-0.0114218985	-0.0145742985				485	1.8773252388
5180250	0.0730850618	9.3634144E-6	-0.0114186351	-0.0145771351				486	2.6310622248
5180500	0.0940754943	8.8029465E-6	-0.0114159321	-0.0145805321				487	3.3867177948
5180750	0.1148414731	9.7983375E-6	-0.0114122338	-0.0145829338				488	4.1342930316
5181000	0.1391198471	8.6953367E-6	-0.0114096384	-0.0145864384				489	5.0083144956
5181250	0.1554059517	9.6548577E-6	-0.0114060836	-0.0145889836				490	5.5946142612
5181500	0.1760164248	9.1661297E-6	-0.0114030174	-0.0145920174				491	6.3365912928
5181750	0.1967471738	9.4261868E-6	-0.0113996913	-0.0145947913				492	7.0828982568
5182000	0.2177645886	1.05516064E-5	-0.0113952397	-0.0145964397				493	7.8395251896
5182250	0.2380380417	1.06233463E-5	-0.0113907163	-0.0145980163				494	8.5693695012
5182500	0.2586813333	1.00494271E-5	-0.0113867669	-0.0146001669				495	9.3125279988
5182750	0.279366101	9.6055366E-6	-0.0113832613	-0.0146027613				496	10.057179636
5183000	0.3000657982	1.05067689E-5	-0.0113788546	-0.0146044546				497	10.8023687352
5183250	0.3206481348	1.09641107E-5	-0.0113739905	-0.0146056905				498	11.5433328528
5183500	0.3413043683	1.11703629E-5	-0.0113689201	-0.0146067201				499	12.2869572588
5183750	0.3624003622	1.04843502E-5	-0.0113645358	-0.0146084358				500	13.0464130392
5184000	0.3832475885	1.05336714E-5	-0.0113601021	-0.0146101021				501	13.796913186
5184250	0.4040934897	9.78937E-6	-0.0113564127	-0.0146125127				502	14.5473656292
5184500	0.42394675	9.9104311E-6	-0.0113526023	-0.0146148023				503	15.262083
5184750	0.4446291766	1.05112527E-5	-0.011348191	-0.014616491				504	16.0066503576
5185000	0.4652308156	1.02556793E-5	-0.0113440353	-0.0146184353				505	16.7483093616
5185250	0.4859866976	1.04619315E-5	-0.0113396734	-0.0146201734				506	17.4955211136
5185500	0.5069154182	1.05247039E-5	-0.0113352487	-0.0146218487				507	18.2489550552
5185750	0.5278826113	9.9597523E-6	-0.011331389	-0.014624089				508	19.0037740068
5186000	0.5486772748	1.09372083E-5	-0.0113265518	-0.0146253518				509	19.7523818928
5186250	0.5687615903	1.07488911E-5	-0.0113219029	-0.0146268029				510	20.4754172508
5186500	0.5893479906	1.11479442E-5	-0.0113168549	-0.0146278549				511	21.2165276616
5186750	0.6098892487	1.21254002E-5	-0.0113108295	-0.0146279295				512	21.9560129532
5187000	0.6306089551	1.30176651E-5	-0.0113039119	-0.0146271119				513	22.7019223836
5187250	0.6516226154	1.29010878E-5	-0.0112971108	-0.0146264108				514	23.4584141544
5187500	0.6725729353	1.36274542E-5	-0.0112895833	-0.0146249833				515	24.2126256708
5187750	0.6934541728	1.34346532E-5	-0.0112822487	-0.0146237487				516	24.9643502208
5188000	0.7133386174	1.32328848E-5	-0.0112751158	-0.0146227158				517	25.6801902264
5188250	0.7340035084	1.39637349E-5	-0.011267252	-0.014620952				518	26.4241263024
5188500	0.7545852265	1.33315271E-5	-0.0112600205	-0.0146198205				519	27.165068154
5188750	0.7752537395	1.27127706E-5	-0.0112534077	-0.0146193077				520	27.909134622
5189000	0.7962689899	1.29638602E-5	-0.0112465439	-0.0146185439				521	28.6656836364
5189250	0.8172454146	1.3891995E-5	-0.0112387519	-0.0146168519				522	29.4208349256
5189500	0.838018523	1.33315271E-5	-0.0112315204	-0.0146157204				523	30.168666828
5189750	0.8579872004	1.26589656E-5	-0.0112249614	-0.0146152614				524	30.8875392144
5190000	0.8785688744	1.28652178E-5	-0.0112181962	-0.0146145962				525	31.6284794784
5190250	0.8991285957	1.37260965E-5	-0.0112105701	-0.0146130701				526	32.3686294452
5190500	0.9199605391	1.47663249E-5	-0.0112019038	-0.0146105038				527	33.1185794076
5190750	0.9408366528	1.33270434E-5	-0.0111946767	-0.0146093767				528	33.8701195008
5191000	0.9619142276	1.39457999E-5	-0.0111868309	-0.0146076309				529	34.6289121936
5191250	0.9826298704	1.33091084E-5	-0.0111796218	-0.0146065218				530	35.3746753344
5191500	1.002721	1.41565358E-5	-0.0111715653	-0.0146045653				531	36.097956
5191750	1.0232495	1.46452638E-5	-0.01116302	-0.01460212				532	36.836982
5192000	1.0438457	1.4241727E-5	-0.0111548783	-0.0146000783				533	37.5784452
5192250	1.064647	1.38695763E-5	-0.0111471087	-0.0145984087				534	38.327292
5192500	1.0857235	1.45242028E-5	-0.0111386845	-0.0145960845				535	39.086046
5192750	1.1066349	1.49277397E-5	-0.0111298568	-0.0145933568				536	39.8388564
5193000	1.1266055	1.44300442E-5	-0.0111215267	-0.0145911267				537	40.557798
5193250	1.1473724	1.5008447E-5	-0.0111126183	-0.0145883183				538	41.3054064
5193500	1.1680556	1.55375287E-5	-0.0111031807	-0.0145849807				539	42.0500016
5193750	1.1886422	1.68153955E-5	-0.0110924653	-0.0145803653				540	42.7911192
5194000	1.2138559	1.58827769E-5	-0.0110826826	-0.0145766826				541	43.6988124
5194250	1.2307013	1.58379395E-5	-0.0110729446	-0.0145730446				542	44.3052468
5194500	1.250766	1.73937984E-5	-0.0110616508	-0.0145678508				543	45.027576
5194750	1.2714995	1.74610545E-5	-0.0110502898	-0.0145625898				544	45.773982
5195000	1.292343	1.81246485E-5	-0.0110382651	-0.0145566651				545	46.524348
5195250	1.3129806	1.81650022E-5	-0.0110262001	-0.0145507001				546	47.2673016
5195500	1.3335969	1.65553384E-5	-0.0110157448	-0.0145463448				547	48.0094884
5195750	1.3543344	1.76762742E-5	-0.0110041685	-0.0145408685				548	48.7560384
5196000	1.3754016	1.67122694E-5	-0.0109935562	-0.0145363562				549	49.5144576
5196250	1.3963885	2.16354194E-5	-0.0109780208	-0.0145269208				550	50.269986
5196500	1.4171812	2.51417065E-5	-0.0109589791	-0.0145139791				551	51.0185232
5196750	1.4378398	2.23976557E-5	-0.0109426815	-0.0145037815				552	51.7622328
5197000	1.4578671	2.58053005E-5	-0.0109229762	-0.0144901762				553	52.4832156
5197250	1.4784571	2.69083013E-5	-0.0109021679	-0.0144754679				554	53.2244556
5197500	1.4992097	2.7280452E-5	-0.0108809874	-0.0144603874				555	53.9715492
5197750	1.5203005	2.87242173E-5	-0.0108583632	-0.0144438632				556	54.730818
5198000	1.5412233	2.81996193E-5	-0.0108362636	-0.0144278636				557	55.4840388
5198250	1.562	2.60429389E-5	-0.0108163206	-0.0144140206				558	56.232
5198500	1.582058	3.06387756E-5	-0.0107917819	-0.0143955819				559	56.954088
5198750	1.6026146	3.28537447E-5	-0.0107650281	-0.0143749281				560	57.6941256
5199000	1.6231503	2.52627676E-5	-0.0107458653	-0.0143618653				561	58.4334108
5199250	1.6439902	2.20479237E-5	-0.0107299174	-0.0143520174				562	59.1836472
5199500	1.6647874	2.32944043E-5	-0.010712723	-0.014340923				563	59.9323464
5199750	1.6850401	2.11332401E-5	-0.0106976898	-0.0143319898				564	60.6614436
5200000	1.7058493	2.12946549E-5	-0.0106824951	-0.0143228951				565	61.4105748
5200250	1.7266171	2.32899206E-5	-0.0106653052	-0.0143118052				566	62.1582156
5200500	1.7473274	2.24021394E-5	-0.0106490031	-0.0143016031				567	62.9037864
5200750	1.7679142	2.74104805E-5	-0.0106276926	-0.0142863926				568	63.6449112
5201000	1.7888076	2.66930816E-5	-0.0106070995	-0.0142718995				569	64.3970736
5201250	1.8091161	2.97823806E-5	-0.0105834171	-0.0142543171				570	65.1281796
5201500	1.8298402	3.27371674E-5	-0.0105567799	-0.0142337799				571	65.8742472
5201750	1.8508017	4.10814133E-5	-0.0105217985	-0.0142048985				572	66.6288612
5202000	1.8714768	4.36192119E-5	-0.0104842793	-0.0141734793				573	67.3731648
5202250	1.8921435	4.5991112E-5	-0.0104443882	-0.0141396882				574	68.117166
5202500	1.9127994	4.97260701E-5	-0.0104007621	-0.0141021621				575	68.8607784
5202750	1.9337244	5.24477021E-5	-0.0103544144	-0.0140619144				576	69.6140784
5203000	1.9539562	5.3864565E-5	-0.0103066499	-0.0140202499				577	70.3424232
5203250	1.9747583	7.3570616E-5	-0.0102391793	-0.0139588793				578	71.0912988
5203500	1.9956414	1.109784849E-4	-0.0101343008	-0.0138601008				579	71.8430904
5203750	2.0164324	1.425619715E-4	-0.0099978388	-0.0137297388				580	72.5915664
5204000	2.0370879	1.722488347E-4	-0.00983169	-0.01356969				581	73.3351644
5204250	2.0577077	2.422535162E-4	-0.0095955364	-0.0133396364				582	74.0774772
5204500	2.0784532	3.327399362E-4	-0.0092688965	-0.0130190965				583	74.8243152
5204750	2.0995836	4.603876192E-4	-0.0088146089	-0.0125709089				584	75.5850096
5205000	2.1199357	6.324333267E-4	-0.0081882756	-0.0119506756				585	76.3176852
5205250	2.1404936	8.669913809E-4	-0.0073273842	-0.0110958842				586	77.0577696
5205500	2.1612623	0.0010761849	-0.0062572993	-0.0100318993				587	77.8054428
5205750	2.1819191	0.0012490466	-0.0050143526	-0.0087950526				588	78.5490876
5206000	2.2025087	0.0014016688	-0.0036187838553	-0.0074055838553				589	79.2903132
5206250	2.2226224	0.0015532821	-0.0020716018	-0.0058645018				590	80.0144064
5206500	2.243424	0.0016952688	-3.82433E-4	-0.004181433				591	80.763264
5206750	2.2645513	0.0017690039	0.0013804709	-0.0024246291				592	81.5238468
5207000	2.2854679	0.0017895439	0.0031639148	-6.472852E-4				593	82.2768444
5207250	2.3061327	0.0018041206	0.0049619354	0.0011446354				594	83.0207772
5207500	2.3268114	0.0017933282	0.0067491637	0.0029257637				595	83.7652104
5207750	2.347482	0.0017763304	0.008519394	0.004689894				596	84.509352
5208000	2.3684628	0.0015929273	0.0101062214	0.0062706214				597	85.2646608
5208250	2.3885048	0.0012572026	0.0113573239	0.0075156239				598	85.9861728
5208500	2.4094619	3.694662761E-4	0.0117206902	0.0078728902				599	86.7406284
5208750	2.4304515	1.889328429E-4	0.0119035231	0.0080496231				600	87.496254
5209000	2.4512175	1.511573071E-4	0.0120485804	0.0081885804				601	88.24383
5209250	2.4718111	1.382889643E-4	0.0121807693	0.0083146693				602	88.9851996
5209500	2.4922621	5.65413596E-5	0.0122312107	0.0083590107				603	89.7214356
5209750	2.4825714	1.00180409E-5	0.0122351287	0.0083568287				604	89.3725704
5210000	2.4619618	4.5523581E-6	0.0122335811	0.0083491811				605	88.6306248
5210250	2.4417389	-2.3391551E-6	0.0122251419	0.0083346419				606	87.9026004
5210500	2.4209115	-1.99736884E-5	0.0121990682	0.0083024682				607	87.152814
5210750	2.4001326	-5.73590538E-5	0.0121356092	0.0082329092				608	86.4047736
5211000	2.3795221	-6.33403536E-5	0.0120661688	0.0081573688				609	85.6627956
5211250	2.3596008	-6.3232744E-5	0.0119968361	0.0080819361				610	84.9456288
5211500	2.3389079	-6.02376104E-5	0.0119304985	0.0080094985				611	84.2006844
5211750	2.3179677	-5.53055041E-5	0.011869093	0.007941993				612	83.4468372
5212000	2.2968899	-4.86650956E-5	0.0118143279	0.0078811279				613	82.6880364
5212250	2.2760513	-4.1387997E-5	0.0117668399	0.0078275399				614	81.9378468
5212500	2.255308	-3.61599644E-5	0.0117245799	0.0077791799				615	81.191088
5212750	2.2346632	-3.03938838E-5	0.011688086	0.007736586				616	80.4478752
5213000	2.2139667	-2.58697973E-5	0.0116561162	0.0076985162				617	79.7028012
5213250	2.1931014	-2.23500669E-5	0.0116276662	0.0076639662				618	78.9516504
5213500	2.1719416	-1.6086292E-5	0.0116054799	0.0076356799				619	78.1898976
5213750	2.1518853	-1.18760667E-5	0.0115875038	0.0076116038				620	77.4678708
5214000	2.1311211	-8.6432953E-6	0.0115727605	0.0075907605				621	76.7203596
5214250	2.1108078	-5.9485683E-6	0.0115607119	0.0075726119				622	75.9890808
5214500	2.0903407	-2.6350822E-6	0.0115519769	0.0075577769				623	75.2522652
5214750	2.0697476	-3.976943483E-7	0.0115454792	0.0075451792				624	74.5109136
