Acquisition Time (ms)	Shunt Voltage (V)	Sample Voltage (V)	Integrated Sample Voltage (V)					Integrated Y1				
milliseconds	Volts	Volts	Volts									
								Integrate from 0.301348 to 0.147981 Area = 0.0755012				
2520000	-1.4971251	8.8618142E-6	-0.0079133685	-0.0079133685	-0.0077753685			0.0472159006164277	276	276	-53.8965036	81.5
2520250	-1.4667576	3.8308759E-6	-0.0079100376	-0.0079100376	-0.0077715376			0.0472228276989267	277	277	-52.8032736	81.75
2520500	-1.4356327	4.4362027E-6	-0.0079061014	-0.0079061014	-0.0077671014			0.0472274481098676	278	278	-51.6827772	82
2520750	-1.4041364	4.0595549E-6	-0.0079025419	-0.0079025419	-0.0077630419			0.0472322532999414	279	279	-50.5489104	82.25
2521001	-1.3725139	3.5842613E-6	-0.0078994576	-0.0078994576	-0.0077594576			0.0472365928142415	280	280	-49.4105004	82.501
2521250	-1.3423727	3.1089677E-6	-0.0078968486	-0.0078968486	-0.0077563486			0.0472402133185803	281	281	-48.3254172	82.75
2521500	-1.3111575	3.1672584E-6	-0.0078941814	-0.0078941814	-0.0077531814			0.0472437285268616	282	282	-47.20167	83
2521750	-1.2798531	3.0686125E-6	-0.0078916128	-0.0078916128	-0.0077501128			0.0472472310408236	283	283	-46.0747116	83.25
2522000	-1.248412	2.7143843E-6	-0.0078893984	-0.0078893984	-0.0077473984			0.04725049255008	284	284	-44.942832	83.5000000000005
2522250	-1.2168622	2.5574477E-6	-0.0078873409	-0.0078873409	-0.0077448409			0.0472534750465662	285	285	-43.8070392	83.75
2522500	-1.186578	4.1043939E-6	-0.0078837365	-0.0078837365	-0.0077407365			0.0472570956180351	286	286	-42.716808	84
2522750	-1.1555543	3.4452603E-6	-0.0078807913	-0.0078807913	-0.0077372913			0.0472613003772292	287	287	-41.5999548	84.2500000000005
2523000	-1.1242646	2.3063492E-6	-0.0078789849	-0.0078789849	-0.0077349849			0.0472645285033811	288	288	-40.4735256	84.5
2523250	-1.0929014	4.0057481E-6	-0.0078754792	-0.0078754792	-0.0077309792			0.0472680806288898	289	289	-39.3444504	84.75
2523500	-1.0614777	6.0369558E-6	-0.0078699422	-0.0078699422	-0.0077249422			0.0472737497368195	290	290	-38.2131972	85
2523750	-1.0310237	5.6020173E-6	-0.0078648402	-0.0078648402	-0.0077193402			0.0472801189325417	291	291	-37.1168532	85.25
2524000	-0.9968553249	3.0103218E-6	-0.0078623299	-0.0078623299	-0.0077163299			0.0472854034853181	292	292	-35.8867916964	85.5
2524250	-0.968578803	2.3825755E-6	-0.0078604473	-0.0078604473	-0.0077139473			0.0472881381685852	293	293	-34.868836908	85.75
2524500	-0.9371821725	1.5754731E-6	-0.0078593718	-0.0078593718	-0.0077123718			0.0472903637148073	294	294	-33.73855821	85.9999999999995
2524750	-0.9067755472	2.9968701E-6	-0.007856875	-0.007856875	-0.007709375			0.0472928552998978	295	295	-32.6439196992	86.25
2525000	-0.8756058233	2.1494126E-6	-0.0078552255	-0.0078552255	-0.0077072255			0.0472957314265929	296	296	-31.5218096388	86.5
2525250	-0.8450479123	3.5125189E-6	-0.007852213	-0.007852213	-0.007703713			0.0472988347281245	297	297	-30.4217248428	86.75
2525500	-0.8141325693	2.9340955E-6	-0.0078497789	-0.0078497789	-0.0077007789			0.0473024109859176	298	298	-29.3087724948	87
2525750	-0.7830234039	3.1762262E-6	-0.0078471027	-0.0078471027	-0.0076976027			0.0473058213527695	299	299	-28.1888425404	87.25
2526000	-0.7519640192	2.1359609E-6	-0.0078454667	-0.0078454667	-0.0076954667			0.0473087800501203	300	300	-27.0707046912	87.5
2526250	-0.7212504936	2.9699667E-6	-0.0078429968	-0.0078429968	-0.0076924968			0.047311591771936	301	301	-25.9650177696	87.75
2526501	-0.6898019622	2.2390906E-6	-0.0078412577	-0.0078412577	-0.0076902577			0.0473145291601019	302	302	-24.8328706392	88.001
2526750	-0.6586413817	3.1044837E-6	-0.0078386532	-0.0078386532	-0.0076871532			0.0473175151020813	303	303	-23.7110897412	88.25
2527000	-0.6273340651	3.2076135E-6	-0.0078359456	-0.0078359456	-0.0076839456			0.0473210608983054	304	304	-22.5840263436	88.5
2527250	-0.5960280736	5.888987E-6	-0.0078305566	-0.0078305566	-0.0076780566			0.0473261756339112	305	305	-21.4570106496	88.75
2527500	-0.5643839971	4.8845929E-6	-0.007826172	-0.007826172	-0.007673172			0.0473323008018013	306	306	-20.3178238956	89
2527750	-0.5340817037	4.9159803E-6	-0.007821756	-0.007821756	-0.007668256			0.0473376355301784	307	307	-19.2269413332	89.25
2528000	-0.503106774	4.6828173E-6	-0.0078175732	-0.0078175732	-0.0076635732			0.0473429761766593	308	308	-18.111843864	89.5
2528250	-0.4718417291	6.0907626E-6	-0.0078119825	-0.0078119825	-0.0076574825			0.0473490279775106	309	309	-16.9863022476	89.75
2528500	-0.4405365326	5.4540485E-6	-0.0078070284	-0.0078070284	-0.0076520284			0.0473555221340806	310	310	-15.8593151736	90
2528750	-0.4089232433	5.9696973E-6	-0.0078015587	-0.0078015587	-0.0076460587			0.0473620113125521	311	311	-14.7212367588	90.25
2529000	-0.3776951695	7.2072543E-6	-0.0077948515	-0.0077948515	-0.0076388515			0.0473694069051519	312	312	-13.597026102	90.5
2529250	-0.3475258309	1.898314E-6	-0.0077934531	-0.0077934531	-0.0076369531			0.0473743408057074	313	313	-12.5109299124	90.75
2529500	-0.3164293868	9.422302E-6	-0.0077845308	-0.0077845308	-0.0076275308			0.0473806661672347	314	314	-11.3914579248	91
2529750	-0.2849571355	1.9207336E-6	-0.0077831101	-0.0077831101	-0.0076256101			0.0473870806728286	315	315	-10.258456878	91.25
2530000	-0.2535974321	4.929432E-6	-0.0077786807	-0.0077786807	-0.0076206807			0.0473909361282416	316	316	-9.1295075556	91.5000000000005
2530250	-0.2232730974	1.05791488E-5	-0.0077686015	-0.0077686015	-0.0076101015			0.0473993903845893	317	317	-8.0378315064	91.75
2530500	-0.19215258	9.6375293E-6	-0.007759464	-0.007759464	-0.007600464			0.0474107039438895	318	318	-6.91749288	92
2530750	-0.1608593981	1.13145088E-5	-0.0077486495	-0.0077486495	-0.0075891495			0.0474224944852539	319	319	-5.7909383316	92.2500000000005
2531000	-0.129578054	9.7989498E-6	-0.0077393505	-0.0077393505	-0.0075793505			0.047434371456515	320	320	-4.664809944	92.5
2531250	-0.0963941138	9.4626571E-6	-0.0077303879	-0.0077303879	-0.0075698879			0.047445864678504	321	321	-3.4701880968	92.75
2531500	-0.0680366124	8.0502279E-6	-0.0077228376	-0.0077228376	-0.0075618376			0.0474547936596998	322	322	-2.4493180464	93
2531750	-0.0366526724	1.26058726E-5	-0.0077107318	-0.0077107318	-0.0075492318			0.0474664512182185	323	323	-1.3194962064	93.2499999999995
2532000	-0.0056458041	4.7769793E-6	-0.0077064548	-0.0077064548	-0.0075444548			0.0474761418361376	324	324	-0.2032489476	93.5
2537750	0.0130233703	9.1398162E-6	-0.007697815	-0.007697815	-0.007535315			0.0474808117867158	325	325	0.4688413308	99.25
2538000	0.0435886259	1.50899544E-5	-0.007683225	-0.007683225	-0.007520225			0.0474941313875912	326	326	1.5691905324	99.5000000000005
2538250	0.0747848514	1.40945281E-5	-0.0076696305	-0.0076696305	-0.0075061305			0.047510508179499	327	327	2.6922546504	99.75
2538500	0.1062389958	8.0591957E-6	-0.0076620713	-0.0076620713	-0.0074980713			0.0475230397317003	328	328	3.8246038488	100
2538750	0.1433514176	1.00096932E-5	-0.0076525616	-0.0076525616	-0.0074880616			0.0475350968153021	329	329	5.1606510336	100.25
2539000	0.1677884632	1.13055409E-5	-0.0076417561	-0.0076417561	-0.0074767561			0.0475444638822239	330	330	6.0403846752	100.5
2539250	0.1990009832	1.14983487E-5	-0.0076307577	-0.0076307577	-0.0074652577			0.0475572644492006	331	331	7.1640353952	100.75
2539500	0.230300874	2.4510633E-5	-0.0076067471	-0.0076067471	-0.0074407471			0.0475775405707504	332	332	8.290831464	101
2539750	0.2616342466	2.08562527E-5	-0.0075863908	-0.0075863908	-0.0074198908			0.0476031162463364	333	333	9.4188328776	101.25
2540000	0.292090643	2.8227788E-5	-0.007558663	-0.007558663	-0.007391663			0.0476300138960422	334	334	10.515263148	101.5
2540250	0.3233325811	3.56665818E-5	-0.0075234965	-0.0075234965	-0.0073559965			0.0476659339599767	335	335	11.6399729196	101.75
2540500	0.354489357	1.80269104E-5	-0.0075059696	-0.0075059696	-0.0073379696			0.0476960352334051	336	336	12.761616852	102
2540750	0.3856029334	3.15234562E-5	-0.0074749461	-0.0074749461	-0.0073064461			0.047723774436621	337	337	13.8817056024	102.25
2541000	0.4172108746	4.11907494E-5	-0.0074342553	-0.0074342553	-0.0072652553			0.0477651332917923	338	338	15.0195914856	102.5
2541250	0.4486993325	4.67463043E-5	-0.007388009	-0.007388009	-0.007218509			0.0478149639957866	339	339	16.15317597	102.75
2541500	0.4797921043	5.4328583E-5	-0.0073341805	-0.0073341805	-0.0071641805			0.0478715213736883	340	340	17.2725157548	103
2541750	0.5099793651	4.57912331E-5	-0.0072888892	-0.0072888892	-0.0071183892			0.0479259126802718	341	341	18.3592571436	103.25
2542000	0.5412437864	5.35977069E-5	-0.0072357915	-0.0072357915	-0.0070647915			0.0479818335035491	342	342	19.4847763104	103.5
2542250	0.5725752154	5.63014999E-5	-0.00717999	-0.00717999	-0.00700849			0.0480438016097449	343	343	20.6127077544	103.75
2542500	0.6040355363	7.19996417E-5	-0.0071084904	-0.0071084904	-0.0069364904			0.0481164453955877	344	344	21.7452793068	104
2542750	0.6348219803	8.32407846E-5	-0.0070257496	-0.0070257496	-0.0068532496			0.0482024617249026	345	345	22.8535912908	104.25
2543000	0.665734975	9.57777753E-5	-0.0069304718	-0.0069304718	-0.0067574718			0.0483020625925055	346	346	23.9664591	104.5
2543250	0.6966560972	1.242326189E-4	-0.0068067392	-0.0068067392	-0.0066332392			0.0484245048900195	347	347	25.0796194992	104.75
2543500	0.7280160609	1.067140128E-4	-0.0067005252	-0.0067005252	-0.0065265252			0.048554858204194	348	348	26.2085781924	105
2543750	0.7593434263	1.662109117E-4	-0.0065348143	-0.0065348143	-0.0063603143			0.0487087472654009	349	349	27.3363633468	105.25
2544000	0.7897024691	2.496204612E-4	-0.0062856938	-0.0062856938	-0.0061106938			0.0489359727001996	350	350	28.4292888876	105.5
2544250	0.820730795	2.276807275E-4	-0.0060585131	-0.0060585131	-0.0058830131			0.0492025389530403	351	351	29.54630862	105.75
2544500	0.8520648744	2.638747864E-4	-0.0057951383	-0.0057951383	-0.0056191383			0.0494797715838086	352	352	30.6743354784	106
2544750	0.8834984716	2.115924863E-4	-0.0055840458	-0.0055840458	-0.0054075458			0.0497487819088866	353	353	31.8059449776	106.25
2545000	0.9137830859	2.008669921E-4	-0.0053836788	-0.0053836788	-0.0052066788			0.0499736121783445	354	354	32.8961910924	106.5
2545250	0.9449025371	2.320211449E-4	-0.0051521577	-0.0051521577	-0.0049746577			0.0502160833179218	355	355	34.0164913356	106.75
2545500	0.9763068487	2.157849349E-4	-0.0049368727	-0.0049368727	-0.0047588727			0.0504692067623651	356	356	35.1470465532	107
2545750	1.007485	2.432578039E-4	-0.0046941149	-0.0046941149	-0.0045156149			0.0507268134095731	357	357	36.26946	107.25
2546000	1.0389772	3.141482983E-4	-0.0043804666	-0.0043804666	-0.0042014666			0.0510427730725118	358	358	37.4031792	107.5
2546250	1.0702775	3.001047165E-4	-0.0040808619	-0.0040808619	-0.0039013619			0.0513888352699084	359	359	38.52999	107.75
2546500	1.1006406	4.140899954E-4	-0.0036672719	-0.0036672719	-0.0034872719			0.0517791573174164	360	360	39.6230616	108
2546750	1.1316449	4.106194551E-4	-0.0032571525	-0.0032571525	-0.0030766525			0.0522393978617589	361	361	40.7392164	108.25
2547000	1.1631814	4.559248033E-4	-0.0028017277	-0.0028017277	-0.0026207277			0.0527312864227094	362	362	41.8745304	108.5
2547250	1.1945589	5.046289494E-4	-0.0022975987	-0.0022975987	-0.0021160987			0.0532737910835656	363	363	43.0041204	108.75
2547500	1.2312726	5.510507893E-4	-0.0017470479	-0.0017470479	-0.0015650479			0.0539714202326424	364	364	44.3258136	109
2547750	1.255975	5.439662238E-4	-0.0012035817	-0.0012035817	-0.0010210817			0.0544583032085376	365	365	45.2151	109.25
2548000	1.2861569	5.959615542E-4	-6.081201536E-4	-6.081201536E-4	-4.251201536E-4			0.0550775856947044	366	366	46.3016484	109.5
2548250	1.3173452	6.205871453E-4	1.19669917E-5	1.19669917E-5	1.954669917E-4			0.0557605320113995	367	367	47.4244272	109.75
2548500	1.3486626	7.506606654E-4	7.621276571E-4	7.621276571E-4	9.461276571E-4			0.0565335112284981	368	368	48.5518536	110
2548750	1.3800131	9.24559846E-4	0.0016861875	0.0016861875	0.0018706875			0.0574788419538858	369	369	49.6804716	110.25
2549000	1.4109202	0.0013336262	0.0030193138	0.0030193138	0.0032043138			0.0587351225022916	370	370	50.7931272	110.5
2549250	1.441679	0.0016164484	0.0046352621	0.0046352621	0.0048207621			0.0603684450120403	371	371	51.900444	110.75
2549500	1.4729123	0.0014811511	0.0061159132	0.0061159132	0.0063019132			0.0621099023483926	372	372	53.0248428	111
2549750	1.5040524	9.001808696E-4	0.0070155941	0.0070155941	0.0072020941			0.0634446796199543	373	373	54.1458864	111.25
2550000	1.5346767	4.487281402E-4	0.0074638223	0.0074638223	0.0076508223			0.064188237690605	374	374	55.2483612	111.5
2550250	1.5658235	2.486519383E-4	0.0077119742	0.0077119742	0.0078994742			0.0645792073186795	375	375	56.369646	111.75
2550500	1.5973659	2.149240256E-4	0.0079263982	0.0079263982	0.0081143982			0.0648423973361224	376	376	57.5051724	112
2550750	1.6286313	1.867965069E-4	0.0081126947	0.0081126947	0.0083011947			0.0650684652370413	377	377	58.6307268	112.25
2551000	1.6588577	1.72340406E-4	0.0082845351	0.0082845351	0.0084735351			0.0652638518432507	378	378	59.7188772	112.5
2551250	1.6901159	1.656683595E-4	0.0084497035	0.0084497035	0.0086392035			0.0654540204109863	379	379	60.8441724	112.75
2551500	1.7215488	1.742460645E-4	0.0086234496	0.0086234496	0.0088134496			0.065646330024909	380	380	61.9757568	113
2551750	1.7530506	1.75600203E-4	0.0087985498	0.0087985498	0.0089890498			0.0658446928529525	381	381	63.1098216	113.25
2552000	1.7843236	1.534855971E-4	0.0089515354	0.0089515354	0.0091425354			0.06602992859875	382	382	64.2356496	113.5
2552250	1.8155568	1.524991386E-4	0.0091035345	0.0091035345	0.0092950345			0.0662019412388452	383	383	65.3600448	113.75
2552500	1.8471545	1.716498851E-4	0.0092746844	0.0092746844	0.0094666844			0.0663862924085842	384	384	66.497562	114
2552750	1.8775346	1.714929485E-4	0.0094456773	0.0094456773	0.0096381773			0.0665739263165311	385	385	67.5912456	114.25
2553000	1.9087723	1.69313772E-4	0.0096144911	0.0096144911	0.0098074911			0.0667655433966324	386	386	68.7158028	114.5
2553250	1.9399045	1.473157476E-4	0.0097613068	0.0097613068	0.0099548068			0.0669429649125821	387	387	69.836562	114.75
2553500	1.9713128	1.540505688E-4	0.0099148574	0.0099148574	0.0101088574			0.067113330871751	388	388	70.9672608	115
2553750	2.0029599	1.7573472E-4	0.0100900921	0.0100900921	0.0102845921			0.0673011809430323	389	389	72.1065564	115.25
2554000	2.0332233	1.781111882E-4	0.0102677033	0.0102677033	0.0104627033			0.0674939244928563	390	390	73.1960388	115.5
2554250	2.0643599	1.692285779E-4	0.0104364319	0.0104364319	0.0106319319			0.067688582912181	391	391	74.3169564	115.75
2554500	2.0957224	1.414597713E-4	0.0105773917	0.0105773917	0.0107733917			0.0678639629620131	392	392	75.4460064	116
2554750	2.1270652	1.297164313E-4	0.0107066081	0.0107066081	0.0109031081			0.0680169412652964	393	393	76.5743472	116.25
2555000	2.157138	1.521000713E-4	0.0108582082	0.0108582082	0.0110552082			0.0681694806428374	394	394	77.656968	116.5
2555250	2.1891125	1.765821776E-4	0.0110342904	0.0110342904	0.0112317904			0.0683586392422316	395	395	78.80805	116.75
2555500	2.2201074	1.604087422E-4	0.0111941991	0.0111941991	0.0113921991			0.0685466380815495	396	396	79.9238664	117
2555750	2.2513781	1.399576641E-4	0.0113336568	0.0113336568	0.0115321568			0.0687156948441643	397	397	81.0496116	117.25
2556000	2.2827593	1.566243287E-4	0.0114897811	0.0114897811	0.0116887811			0.0688832113259165	398	398	82.1793348	117.5
2556250	2.313212	1.56471876E-4	0.011645753	0.011645753	0.011845253			0.0690548236092161	399	399	83.275632	117.75
2556500	2.3444279	1.759589152E-4	0.0118212119	0.0118212119	0.0120212119			0.0692416006455225	400	400	84.3994044	118
2556750	2.3759405	1.599962232E-4	0.0119807081	0.0119807081	0.0121812081			0.0694321520590847	401	401	85.533858	118.25
2557000	2.4067256	1.444325985E-4	0.0121246407	0.0121246407	0.0123256407			0.0696008346673892	402	402	86.6421216	118.5
2557251	2.437475	1.774968936E-4	0.0123016376	0.0123016376	0.0125031376			0.069779008094644	403	403	87.7491	118.751
2557500	2.4695569	1.915584111E-4	0.012492696	0.012492696	0.012694696			0.0699921164619974	404	404	88.9040484	119
2557750	2.5003385	-2.81527518E-5	0.0124640433	0.0124640433	0.0126665433			0.0700826433581829	405	405	90.012186	119.25
2558000	2.4903029	-1.544864109E-4	0.0123090568	0.0123090568	0.0125120568			0.0701156390554604	406	406	89.6509044	119.5
2558250	2.4596105	-1.363625191E-4	0.0121721943	0.0121721943	0.0123756943			0.0702763334353088	407	407	88.545978	119.75
2558500	2.4290624	-1.331520524E-4	0.0120385423	0.0120385423	0.0122425423			0.0704245412780943	408	408	87.4462464	120
2558750	2.3981107	-1.53401309E-4	0.011884641	0.011884641	0.012089141			0.0705842000668751	409	409	86.3319852	120.25
2559000	2.3666957	-1.782913939E-4	0.0117058496	0.0117058496	0.0119108496			0.0707717736489839	410	410	85.2010452	120.5
2559250	2.3352811	-1.569884227E-4	0.0115483611	0.0115483611	0.0117538611			0.0709613732221181	411	411	84.0701196	120.75
2559500	2.3049495	-1.472314735E-4	0.0114006297	0.0114006297	0.0116066297			0.0711274787131585	412	412	82.978182	121
2559750	2.2740811	-1.371741036E-4	0.0112629556	0.0112629556	0.0114694556			0.0712855144378733	413	413	81.8669196	121.25
2560000	2.2426608	-1.566521308E-4	0.0111058034	0.0111058034	0.0113128034			0.0714517037009702	414	414	80.7357888	121.5
2560250	2.2110555	-1.770717753E-4	0.0109282317	0.0109282317	0.0111357317			0.0716415690739285	415	415	79.597998	121.75
2560500	2.1797069	-1.576744582E-4	0.0107700572	0.0107700572	0.0109780572			0.0718304692233835	416	416	78.4694484	122
2560750	2.1485957	-1.380484626E-4	0.0106315087	0.0106315087	0.0108400087			0.0719960857322201	417	417	77.3494452	122.25
2561000	2.1184232	-1.375552344E-4	0.0104934535	0.0104934535	0.0107024535			0.0721457783401793	418	418	76.2632352	122.5
2561250	2.0870465	-1.507289093E-4	0.0103422246	0.0103422246	0.0105517246			0.0723086069274407	419	419	75.133674	122.75
2561500	2.0554831	-1.748881198E-4	0.0101668365	0.0101668365	0.0103768365			0.072493614739918	420	420	73.9973916	123
2561750	2.0240734	-1.568404542E-4	0.010009496	0.010009496	0.010219996			0.0726811769572438	421	421	72.8666424	123.25
2562000	1.9939076	-1.593065949E-4	0.0098496894	0.0098496894	0.0100606894			0.0728528507326992	422	422	71.7806736	123.5
2562250	1.9626462	-1.39608857E-4	0.0097095806	0.0097095806	0.0099210806			0.0730210632659477	423	423	70.6552632	123.75
2562500	1.9313533	-1.465633736E-4	0.0095625172	0.0095625172	0.0097745172			0.0731822673933006	424	424	69.5287188	124
2562750	1.8997494	-1.68937995E-4	0.0093930792	0.0093930792	0.0096055792			0.0733617580973604	425	425	68.3909784	124.25
2563000	1.8683112	-1.57638587E-4	0.0092349406	0.0092349406	0.0094479406			0.0735465750533166	426	426	67.2592032	124.5
2563250	1.8378491	-1.547913156E-4	0.0090796493	0.0090796493	0.0092931493			0.0737178968965204	427	427	66.1625676	124.75
2563500	1.80699	-1.404607965E-4	0.0089386885	0.0089386885	0.0091526885			0.0738819098659415	428	428	65.05164	125
2563750	1.7755675	-1.454334328E-4	0.0087927551	0.0087927551	0.0090072551			0.0740436243836047	429	429	63.92043	125.25
2564000	1.7439315	-1.583918809E-4	0.0086338632	0.0086338632	0.0088488632			0.0742166484898006	430	430	62.781534	125.5
2564250	1.7137496	-1.534685674E-4	0.0084798946	0.0084798946	0.0086953946			0.0743860850908464	431	431	61.6949856	125.75
2564500	1.682556	-1.509575878E-4	0.008328437	0.008328437	0.008544437			0.0745570269794096	432	432	60.572016	126
2564750	1.6512768	-1.363849386E-4	0.0081915521	0.0081915521	0.0084080521			0.0747188194382535	433	433	59.4459648	126.25
2565000	1.6198427	-1.338111846E-4	0.0080572409	0.0080572409	0.0082742409			0.0748717114497426	434	434	58.3143372	126.5
2565250	1.5882615	-1.380125914E-4	0.0079187283	0.0079187283	0.0081362283			0.0750262441975976	435	435	57.177414	126.75
2565500	1.5577722	-1.236462012E-4	0.0077945821	0.0077945821	0.0080125821			0.0751698554553995	436	436	56.0797992	127
2565750	1.5269702	-1.58130808E-5	0.007778269	0.007778269	0.007996769			0.0752471877905945	437	437	54.9709272	127.25
2566000	1.4958367	-5.024831E-6	0.0077727442	0.0077727442	0.0079917442			0.0752588766269409	438	438	53.8501212	127.5
2566250	1.464203	-2.8366867E-6	0.0077694075	0.0077694075	0.0079889075			0.0752633644151373	439	439	52.711308	127.75
2566500	1.4325848	-3.2133345E-6	0.0077656942	0.0077656942	0.0079856942			0.0752668190317348	440	440	51.5730528	128
2566750	1.4020732	-3.329916E-6	0.0077618643	0.0077618643	0.0079823643			0.075270423626666	441	441	50.4746352	128.25
2567000	1.3711897	-3.0877852E-6	0.0077582765	0.0077582765	0.0079792765			0.0752740023640762	442	442	49.3628292	128.5
2567250	1.3399248	-1.1552234E-6	0.0077566213	0.0077566213	0.0079781213			0.0752764014497526	443	443	48.2372928	128.75
2567501	1.3085071	-2.7470087E-6	0.0077533743	0.0077533743	0.0079753743			0.0752786195449587	444	444	47.1062556	129.001
2567750	1.2774137	-1.9354224E-6	0.0077509388	0.0077509388	0.0079734388			0.0752812514072397	445	445	45.9868932	129.25
2568001	1.2466558	-3.7558867E-6	0.0077466829	0.0077466829	0.0079696829			0.0752844134289747	446	446	44.8796088	129.501
2568250	1.2155241	-1.3480312E-6	0.0077448349	0.0077448349	0.0079683349			0.0752872847219226	447	447	43.7588676	129.75
2568500	1.184298	-9.93802899E-7	0.0077433411	0.0077433411	0.0079673411			0.0752886122375423	448	448	42.634728	130
2568750	1.1527966	-1.5587746E-6	0.0077412823	0.0077412823	0.0079657823			0.0752900709538132	449	449	41.5006776	130.25
2569000	1.1213063	-1.2718048E-6	0.0077395105	0.0077395105	0.0079645105			0.0752916867346218	450	450	40.3670268	130.5
2569250	1.0912023	-1.496E-6	0.0077375145	0.0077375145	0.0079630145			0.0752931973679844	451	451	39.2832828	130.75
2569500	1.0599179	-2.2448116E-6	0.0077347697	0.0077347697	0.0079607697			0.0752953151532039	452	452	38.1570444	131
2569750	1.0287982	-1.5184195E-6	0.0077327513	0.0077327513	0.0079592513			0.0752974343475075	453	453	37.0367352	131.25
2570000	0.994301427	-2.3927804E-6	0.0077298585	0.0077298585	0.0079568585			0.0752998753942977	454	454	35.794851372	131.5
2570250	0.9658017735	-4.2805032E-6	0.007725078	0.007725078	0.007952578			0.0753033090070385	455	455	34.768863846	131.75
2570500	0.9355448988	-2.9084292E-6	0.0077216696	0.0077216696	0.0079496696			0.0753072351627967	456	456	33.6796163568	132
2570750	0.9043452326	-6.171551108E-7	0.0077205524	0.0077205524	0.0079490524			0.0753092263416424	457	457	32.5564283736	132.25
2571000	0.87307635	-4.0473403E-6	0.0077160051	0.0077160051	0.0079450051			0.0753118629625091	458	458	31.4307486	132.5
2571250	0.8415733597	2.572058263E-7	0.0077157623	0.0077157623	0.0079452623			0.0753140235138377	459	459	30.2966409492	132.75
2571500	0.8102417539	-9.130926587E-7	0.0077143492	0.0077143492	0.0079443492			0.0753144046929941	460	460	29.1687031404	133
2571750	0.7788839546	-4.2042769E-6	0.0077096449	0.0077096449	0.0079401449			0.075317304431858	461	461	28.0398223656	133.25
2572001	0.7485688621	-6.7511334E-6	0.0077023938	0.0077023938	0.0079333938			0.0753232934022704	462	462	26.9484790356	133.501
2572250	0.7176195587	-3.6796603E-6	0.0076982141	0.0076982141	0.0079297141			0.0753291154084003	463	463	25.8343041132	133.75
2572500	0.6863124238	-2.6483628E-6	0.0076950658	0.0076950658	0.0079270658			0.07533269269988	464	464	24.7072472568	134
2572750	0.6553994291	-4.6840544E-6	0.0076898817	0.0076898817	0.0079223817			0.0753367838340909	465	465	23.5943794476	134.25
2573000	0.6235910387	-1.5991297E-6	0.0076877826	0.0076877826	0.0079207826			0.075340392728622	466	466	22.4492773932	134.5
2573250	0.5925502123	-1.7426146E-6	0.00768554	0.00768554	0.00791904			0.0753422710524039	467	467	21.3318076428	134.75
2573500	0.5620685059	-2.1192624E-6	0.0076829207	0.0076829207	0.0079169207			0.0753444009246338	468	468	20.2344662124	135
2573750	0.5306887534	-1.1462556E-6	0.0076812745	0.0076812745	0.0079157745			0.0753462567019839	469	469	19.1047951224	135.25
2574000	0.4990984807	-6.127871E-6	0.0076746466	0.0076746466	0.0079096466			0.0753504043240552	470	470	17.9675453052	135.5
2574250	0.4688203596	-1.9712936E-6	0.0076721753	0.0076721753	0.0079076753			0.075354829318937	471	471	16.8775329456	135.75
2574500	0.4378635029	-1.2449014E-6	0.0076704304	0.0076704304	0.0079064304			0.0753566326025846	472	472	15.7630861044	136
2574750	0.4068203796	-2.4421033E-6	0.0076674883	0.0076674883	0.0079039883			0.0753587039886562	473	473	14.6455336656	136.25
2575000	0.3752795787	-2.9487843E-6	0.0076640395	0.0076640395	0.0079010395			0.0753617759357689	474	474	13.5100648332	136.5
2575250	0.3437279117	-8.7105958E-6	0.0076548289	0.0076548289	0.0078923289			0.0753684090061792	475	475	12.3742048212	136.75
2575500	0.3124296111	-1.02037319E-5	0.0076441252	0.0076441252	0.0078821252			0.0753790760272194	476	476	11.2474659996	137
2575750	0.2814240334	-1.2234935E-5	0.0076313902	0.0076313902	0.0078698902			0.0753916102181683	477	477	10.1312652024	137.25
2576000	0.251152538	-7.7196557E-6	0.0076231706	0.0076231706	0.0078621706			0.0754024941113172	478	478	9.041491368	137.5
2576250	0.2197101065	-9.7867299E-6	0.0076128839	0.0076128839	0.0078523839			0.0754124134105332	479	479	7.909563834	137.75
2576500	0.18837161	-1.51718843E-5	0.007597212	0.007597212	0.007837212			0.0754265036703795	480	480	6.78137796	138
2576750	0.157916848	-1.24994846E-5	0.0075842125	0.0075842125	0.0078247125			0.075441683683267	481	481	5.685006528	138.25
2577000	0.1269254935	-7.7017201E-6	0.0075760108	0.0075760108	0.0078170108			0.0754529639686859	482	482	4.569317766	138.5
2577250	0.0924581664	-1.29299382E-5	0.0075625808	0.0075625808	0.0078040808			0.075465776502998	483	483	3.3284939904	138.75
2577500	0.0644955384	-1.25353557E-5	0.0075495455	0.0075495455	0.0077915455			0.0754786039472684	484	484	2.3218393824	139
2577750	0.0341995145	-1.20824826E-5	0.007536963	0.007536963	0.007779463			0.075492039660952	485	485	1.231182522	139.25
2578000	0.0041105704	-4.7782164E-6	0.0075316848	0.0075316848	0.0077746848			0.0755011822643065	486	486	0.1479805344	139.5
