Calibrated Field (T)	Sample Voltage (V)	Sample Current (A)	Acquisition Time (s)	
Teslas	Volts	Amps	Seconds	
0.0278311996	0.0086250876	-0.0050107079	0
0.0266540258	0.0086709674	-0.0050107097	0.2
0.02838332194	0.008740357	-0.0050107021	0.4
0.0305243565857143	0.0088034385	-0.0050106853	0.6
0.0330110996222222	0.0088631505	-0.0050106924	0.8
0.0356909383181818	0.0089373946	-0.0050106919	1
0.0384785868153846	0.0090188127	-0.0050106963	1.2
0.0413417865533333	0.0091049463	-0.005010695	1.4
0.0442485982588235	0.0091942922	-0.0050107003	1.6
0.0472009501894737	0.0092812647	-0.0050106813	1.8
0.0501737205333333	0.009373177	-0.0050106937	2
0.0531878505304348	0.0094640753	-0.0050106764	2.2
0.056230548084	0.0095557005	-0.0050106746	2.4
0.0592967683222222	0.0096434806	-0.0050106799	2.6
0.0623832192413793	0.0097352986	-0.0050106782	2.8
0.0654876746290323	0.0098264751	-0.0050106702	3
0.0686137930454545	0.0099168216	-0.0050106742	3.2
0.0717504031114286	0.0100080743	-0.0050106835	3.4
0.07490604	0.0100933644	-0.0050106817	3.6
0.0780800647461539	0.0101804536	-0.0050106853	3.8
0.0812708696414634	0.0102701854	-0.0050106826	4
0.0844700430348837	0.0103570054	-0.0050106759	4.2
0.0876867851688889	0.0104451758	-0.0050106759	4.4
0.0906640801444445	0.0105294295	-0.0050106737	4.6
0.0937676721333333	0.0106161553	-0.0050106768	4.8
0.0969184404533333	0.0106983002	-0.005010683	5
0.100066173548889	0.010782195	-0.0050106817	5.2
0.103255887717778	0.0108640034	-0.0050106791	5.4
0.106463142877778	0.0109452287	-0.0050106768	5.6
0.109682855495556	0.0110272929	-0.005010683	5.8
0.112910994122222	0.0111085315	-0.0050106653	6
0.116148620153333	0.011187002	-0.0050106706	6.2
0.119393769073333	0.0112623094	-0.0050106635	6.4
0.122647651248889	0.0113393038	-0.0050106613	6.6
0.12591048082	0.0114193804	-0.0050106582	6.8
0.129182229855556	0.0114956076	-0.00501066	7
0.132461287637778	0.0115728307	-0.0050106555	7.2
0.13574915316	0.0116482593	-0.0050106582	7.4
0.139043293962222	0.0117250159	-0.0050106591	7.6
0.142346177328889	0.0117977704	-0.00501066	7.8
0.145655736328889	0.0118702737	-0.0050106609	8
0.148974782733333	0.0119441723	-0.0050106635	8.2
0.152300979608889	0.0120170121	-0.0050106746	8.4
0.155636449748889	0.0120898339	-0.0050106551	8.6
0.158972562311111	0.0121601881	-0.0050106635	8.8
0.162313860826667	0.0122302507	-0.0050106547	9
0.165662132911111	0.0123018253	-0.0050106538	9.2
0.169014566791111	0.012371843	-0.0050106662	9.4
0.172371432471111	0.0124433144	-0.0050106484	9.6
0.17573452688	0.0125125963	-0.0050106462	9.8
0.179099753395555	0.0125852745	-0.0050106564	10
0.182471646233333	0.0126496078	-0.0050106551	10.2
0.185849032271111	0.0127165208	-0.0050106635	10.4
0.189232451515555	0.0127867045	-0.0050106529	10.6
0.192619110815555	0.0128538283	-0.0050106467	10.8
0.196009969153333	0.0129225001	-0.0050106418	11
0.199404719282222	0.0129890676	-0.0050106471	11.2
0.202803202924444	0.0130569183	-0.0050106467	11.4
0.206204395924444	0.0131195152	-0.0050106382	11.6
0.209609033811111	0.0131857148	-0.005010644	11.8
0.213015291726667	0.0132527804	-0.0050106458	12
0.216424370724444	0.0133171988	-0.0050106427	12.2
0.219835870453333	0.0133829094	-0.005010644	12.4
0.223248664342222	0.0134475567	-0.0050106422	12.6
0.226663962757778	0.013511522	-0.0050106343	12.8
0.230080061877778	0.0135735401	-0.0050106391	13
0.233497129291111	0.0136361639	-0.0050106378	13.2
0.236916421913333	0.0137028167	-0.005010648	13.4
0.240340053231111	0.0137645522	-0.0050106422	13.6
0.24376920568	0.0138272343	-0.0050106307	13.8
0.247195090142222	0.0138888666	-0.0050106391	14
0.250621309782222	0.0139510328	-0.005010636	14.2
0.254050359815556	0.0140127413	-0.0050106334	14.4
0.25747610462	0.0140753472	-0.0050106307	14.6
0.260901942528889	0.014137491	-0.005010632	14.8
0.264326113857778	0.0142014922	-0.0050106307	15
0.267753208684444	0.0142618547	-0.0050106316	15.2
0.271180163855555	0.0143204047	-0.005010632	15.4
0.274606420735556	0.0143802962	-0.005010628	15.6
0.278032640375555	0.0144432296	-0.0050106382	15.8
0.281458189657778	0.0145025154	-0.0050106276	16
0.284882202708889	0.0145630619	-0.0050106178	16.2
0.288304111584444	0.0146228951	-0.0050106254	16.4
0.291725666662222	0.014684312	-0.0050106249	16.6
0.295144158582222	0.014741543	-0.0050106223	16.8
0.29856094668	0.0147991149	-0.0050106165	17
0.301972641931111	0.0148609805	-0.0050106267	17.2
0.305385119264444	0.0149190997	-0.0050106165	17.4
0.308795790357778	0.0149800186	-0.0050106298	17.6
0.312203686922222	0.0150394346	-0.0050106227	17.8
0.31560907896	0.0150973744	-0.0050106192	18
0.319010569895555	0.015155202	-0.005010613	18.2
0.322413476028889	0.0152119753	-0.0050106139	18.4
0.325814333851111	0.0152718623	-0.0050106174	18.6
0.329214614422222	0.0153294118	-0.0050106174	18.8
0.332614327051111	0.0153869389	-0.005010617	19
0.336004691933333	0.0154425142	-0.0050106107	19.2
0.339391965726667	0.0154986953	-0.0050106192	19.4
0.342774128051111	0.0155563121	-0.0050106112	19.6
0.34615434448	0.0156131213	-0.0050106125	19.8
0.349528788397778	0.0156710028	-0.005010613	20
0.352897338764444	0.0157269775	-0.0050106028	20.2
0.356266159135555	0.0157853121	-0.0050106134	20.4
0.35962931872	0.0158390974	-0.0050106045	20.6
0.362989322042222	0.0158940312	-0.0050106143	20.8
0.366344502522222	0.0159516883	-0.0050106032	21
0.369696945713333	0.0160073534	-0.005010597	21.2
0.373043951568889	0.0160623052	-0.005010597	21.4
0.376386004235555	0.0161178223	-0.0050106014	21.6
0.379723308544444	0.0161728637	-0.005010585	21.8
0.38305780108	0.0162265144	-0.005010601	22
