Calibrated Field (T)	Sample Voltage (V)	Sample Current (A)	Acquisition Time (s)	
Teslas	Volts	Amps	Seconds	
0.0282342514	0.0169278237	-0.0100379243	0
0.0261796089666667	0.016982026	-0.0100379341	0.2
0.02783128342	0.0171572536	-0.0100379531	0.4
0.0301854076142857	0.0173395027	-0.0100379691	0.6
0.0327863440111111	0.0174995388	-0.0100379665	0.8
0.0355318810181818	0.0176838427	-0.0100379798	1
0.0383595663153846	0.0178642927	-0.0100380024	1.2
0.0412547240133333	0.0180525538	-0.010038009	1.4
0.0441901392352941	0.0182518608	-0.0100380126	1.6
0.0471596482947369	0.0184453129	-0.0100380343	1.8
0.0501549266190476	0.0186428522	-0.0100380361	2
0.0531775948130435	0.0188401538	-0.0100380521	2.2
0.056230346984	0.0190423053	-0.010038064	2.4
0.0593033943037037	0.0192318182	-0.0100380818	2.6
0.0623940403	0.0194269079	-0.0100380711	2.8
0.0655045011193548	0.0196239043	-0.0100380893	3
0.0686329388333333	0.0198184377	-0.010038076	3.2
0.0717704898628572	0.0200091843	-0.0100380929	3.4
0.0749271811405405	0.020194085	-0.010038111	3.6
0.0781011422974359	0.0203758226	-0.0100381146	3.8
0.0812915219317073	0.0205672064	-0.0100381297	4
0.0844914203860465	0.0207477326	-0.0100381275	4.2
0.0877059741177778	0.0209323058	-0.0100381408	4.4
0.0906743496288889	0.0211127692	-0.0100381554	4.6
0.0937933970577778	0.02128893	-0.0100381576	4.8
0.0969698065111111	0.0214600569	-0.0100381683	5
0.100150694317778	0.0216317356	-0.0100381913	5.2
0.10333755016	0.0218081836	-0.0100381851	5.4
0.106538613833333	0.0219787945	-0.0100381909	5.6
0.109752647042222	0.022144367	-0.0100381909	5.8
0.112976251451111	0.0223101683	-0.0100382024	6
0.116208719462222	0.0224768939	-0.0100382162	6.2
0.119451093853333	0.0226323536	-0.010038217	6.4
0.122703309448889	0.022790281	-0.0100382188	6.6
0.12596447244	0.0229579308	-0.0100382193	6.8
0.129231147251111	0.0231117485	-0.0100382574	7
0.132505317017778	0.0232708648	-0.0100382698	7.2
0.135788946257778	0.0234246466	-0.0100382534	7.4
0.139078608706667	0.02358156	-0.0100382627	7.6
0.142375812664444	0.0237290023	-0.0100382694	7.8
0.145681656773333	0.0238780642	-0.0100382712	8
0.148995051702222	0.024030491	-0.0100382805	8.2
0.152315662273333	0.0241782429	-0.0100382889	8.4
0.155646048875556	0.0243266542	-0.0100383026	8.6
0.158978046195556	0.0244701259	-0.0100383089	8.8
0.162315620506667	0.0246111075	-0.0100383058	9
0.165659609757778	0.0247559116	-0.0100383084	9.2
0.169010377057778	0.0248982796	-0.0100383266	9.4
0.172365492362222	0.0250435324	-0.0100383359	9.6
0.175726789844444	0.0251872687	-0.0100383364	9.8
0.179090461504444	0.0253291476	-0.0100383386	10
0.182460799486667	0.0254609317	-0.010038351	10.2
0.185836146522222	0.0255982523	-0.0100383488	10.4
0.189215115344444	0.0257401088	-0.0100383687	10.6
