Calibrated Field (T)	Sample Voltage (V)	Sample Current (A)	Acquisition Time (s)
Teslas	Volts	Amps	Seconds
0.0280159666	0.0159283935	-0.0100546901	0
0.0261317064333333	0.0160432762	-0.0100498129	0.3333333333
0.02930975452	0.0162267313	-0.0100500814	0.6666666667
0.0333617598714286	0.0165322207	-0.0100514685	1
0.0380637715444445	0.0168569798	-0.0100506631	1.3333333
0.0428890809181818	0.0172078462	-0.0100500366	1.6666667
0.0477948330615385	0.017554724	-0.0100507525	2
0.05287314612	0.0178973666	-0.010049455	2.3333333
0.0579800364117647	0.0182600999	-0.0100503946	2.6666667
0.0631165569368421	0.0186026661	-0.010049455	3
0.0682851751095238	0.0189319925	-0.0100500366	3.3333333
0.0734763882304348	0.0192802478	-0.010051021	3.6666667
0.078776377716	0.0195970747	-0.0100497682	4
0.0840886594444445	0.0199152879	-0.0100494997	4.3333333
0.0894222047206897	0.0202397778	-0.0100501709	4.6666667
0.0948328651870968	0.0205485693	-0.0100495892	5
0.100257460424242	0.0208380013	-0.0100499471	5.3333333
0.105695935897143	0.0211466089	-0.0100505736	5.6666667
0.111194188651351	0.0214365703	-0.0100490075	6
0.116700577017949	0.0217183931	-0.0100492312	6.3333333
0.122220092821951	0.0219963485	-0.0100497234	6.6666667
0.12778493855814	0.022272922	-0.0100494997	7
0.133350599224444	0.0225407737	-0.0100490523	7.3333333
0.138543347713333	0.0228139689	-0.0100497682	7.6666667
0.143937277613333	0.0230731167	-0.0100489628	8
0.149437524182222	0.0233266204	-0.0100506631	8.3333333
0.154940647697778	0.023591152	-0.0100501709	8.6666667
0.160428967508889	0.023834063	-0.0100488285	9
0.16597746112	0.0240762875	-0.0100498129	9.3333333
0.171540395324444	0.0243285259	-0.010048739	9.6666667
0.177070668275556	0.024570396	-0.010048739	10
0.182651376235556	0.0248053478	-0.0100499024	10.3333333
0.18824631996	0.0250451047	-0.0100498129	10.6666667
0.193812084557778	0.0252811916	-0.0100485153	11
0.199423954782222	0.0255087944	-0.010049276	11.3333333
0.20504897144	0.0257459357	-0.0100479336	11.6666667
0.210645553813333	0.02596636	-0.0100473072	12
0.21628231102	0.0261895795	-0.0100483363	12.3333333
0.221929440128889	0.0264238493	-0.0100477547	12.6666667
0.227545388353333	0.0266461625	-0.0100474415	13
0.233206436671111	0.0268553166	-0.010048739	13.3333333
0.238867671197778	0.0270860286	-0.0100475309	13.6666667
0.244532387855556	0.0273010422	-0.0100488285	14
0.250200279393333	0.0275086305	-0.0100490523	14.3333333
0.255873161364444	0.0277319531	-0.0100505288	14.6666667
0.261545885055556	0.0279462488	-0.0100496339	15
0.267215834215556	0.0281555375	-0.0100496787	15.3333333
0.272882496766667	0.028364907	-0.0100498129	15.6666667
0.278553423528889	0.0285734644	-0.0100489628	16
0.284222115771111	0.0287778359	-0.0100492312	16.3333333
0.289884718942222	0.0289895653	-0.0100485601	16.6666667
0.295547703844444	0.0291896566	-0.0100493655	17
0.301206294186667	0.0293878411	-0.010048918	17.3333333
0.306853795715555	0.029596569	-0.0100488285	17.6666667
0.312497405455555	0.0297953008	-0.0100497234	18
0.318138464115556	0.0299946967	-0.0100494997	18.3333333
0.323772623691111	0.0301945277	-0.0100494997	18.6666667
0.329397435517778	0.030391631	-0.0100482021	19
0.335011046806667	0.0305844361	-0.0100496339	19.3333333
0.340620738371111	0.0307818175	-0.0100494102	19.6666667
0.346221668751111	0.0309734606	-0.0100477994	20
0.351805812288889	0.0311646057	-0.0100490523	20.3333333
0.357385393677778	0.0313669627	-0.0100483811	20.6666667
0.362952741062222	0.0315501756	-0.0100484258	21
0.368508720317778	0.0317383281	-0.0100485601	21.3333333
0.374053163857778	0.0319317793	-0.0100485153	21.6666667
0.379587403084444	0.0321180924	-0.0100500366	22
0.385108924157778	0.0322951093	-0.0100495892	22.3333333
0.390616693613333	0.0324887848	-0.0100486496	22.6666667
0.39611303908	0.0326745147	-0.0100482916	23
0.401593519442222	0.0328601144	-0.010048918	23.3333333
0.407065676213333	0.0330423268	-0.0100492312	23.6666667
0.41252504966	0.0332221119	-0.0100491417	24
0.417962645833333	0.0333995371	-0.0100481574	24.3333333
0.423384637597778	0.0335763701	-0.0100490523	24.6666667
0.428799385788889	0.0337518571	-0.0100481126	25
0.434193883628889	0.0339266891	-0.010049097	25.3333333
0.439572097395556	0.0341088566	-0.0100496339	25.6666667
0.444937928188889	0.0342810326	-0.0100482021	26
0.450289839775556	0.034453388	-0.0100488285	26.3333333
0.455624508304444	0.0346342993	-0.0100490075	26.6666667
0.46094216654	0.0348043127	-0.0100478442	27
0.466244732444444	0.0349756631	-0.0100488285	27.3333333
0.471532233951111	0.0351477673	-0.0100480231	27.6666667
0.476800295122222	0.0353141601	-0.0100487838	28
0.482049968042222	0.0354774347	-0.0100472625	28.3333333
0.487289036295555	0.0356476186	-0.0100477547	28.6666667
0.492512937735555	0.035802454	-0.0100479784	29
0.497712008057778	0.0359663164	-0.0100486943	29.3333333
0.502899840597778	0.0361360921	-0.0100483811	29.6666667
0.508074005315556	0.0362928791	-0.0100472625	30
0.513228236242222	0.0364597699	-0.0100474862	30.3333333
0.518367132764444	0.03662789	-0.0100472177	30.6666667
0.523488311393333	0.036791048	-0.0100477994	31
0.528589965891111	0.0369474896	-0.0100483811	31.3333333
0.533678250502222	0.0371157892	-0.0100482469	31.6666667
0.538749748271111	0.0372730204	-0.0100476204	32
