Calibrated Field (T)	Sample Voltage (V)	Sample Current (A)	Acquisition Time (s)	
Teslas	Volts	Amps	Seconds	
0.028164283	0.0084760168	-0.0050108092	0
0.0265632484	0.0085320048	-0.0050107684	0.2
0.02821296764	0.008611471	-0.0050107839	0.4
0.0303298933857143	0.0086811654	-0.0050107768	0.6
0.0328076185222222	0.0087483743	-0.0050107587	0.8
0.0354776050090909	0.0088340005	-0.0050107706	1
0.0382528894076923	0.0089233551	-0.0050107542	1.2
0.0411102342666667	0.0090184705	-0.0050107547	1.4
0.0440144664176471	0.0091176821	-0.005010764	1.6
0.0469640100578947	0.0092126987	-0.0050107626	1.8
0.0499383775428571	0.0093124711	-0.005010748	2
0.0529517502652174	0.0094110905	-0.0050107409	2.2
0.05599459938	0.0095130389	-0.0050107427	2.4
0.0590551451740741	0.0096071942	-0.0050107307	2.6
0.0621383224310345	0.0097042298	-0.0050107484	2.8
0.0652427377419355	0.0098043252	-0.0050107382	3
0.0683678433333333	0.009898476	-0.005010728	3.2
0.07149905536	0.0099958615	-0.0050107334	3.4
0.0746502627864865	0.0100871678	-0.0050107298	3.6
0.0778208710025641	0.0101794925	-0.005010728	3.8
0.0810089707853659	0.0102748097	-0.0050107196	4
0.0842045019906977	0.0103660891	-0.005010728	4.2
0.0874134100911111	0.010456839	-0.0050107165	4.4
0.0903738158066667	0.0105477504	-0.0050107227	4.6
0.0934757970755555	0.0106361404	-0.0050107263	4.8
0.0966223291155555	0.0107225069	-0.0050107183	5
0.09976744596	0.0108079537	-0.0050107267	5.2
0.102954404217778	0.0108963527	-0.0050107196	5.4
0.106157534824444	0.0109805657	-0.0050107227	5.6
0.10937097216	0.0110636256	-0.0050107267	5.8
0.112593924835556	0.0111469637	-0.0050107316	6
0.115825294206667	0.0112296512	-0.0050107267	6.2
0.119067314797778	0.0113087495	-0.0050107303	6.4
0.122317733464444	0.0113883548	-0.0050107347	6.6
0.125576038131111	0.011468817	-0.0050107374	6.8
0.128843252951111	0.0115478525	-0.0050107245	7
0.132117599617778	0.0116260265	-0.0050107134	7.2
0.135399469173333	0.0117026258	-0.0050107272	7.4
0.1386876047	0.0117825945	-0.0050107076	7.6
0.141983207251111	0.0118560935	-0.0050107094	7.8
0.145287086844444	0.0119311853	-0.0050107263	8
0.148598005177778	0.0120068424	-0.0050107263	8.2
0.151917256413333	0.0120799062	-0.0050107192	8.4
0.155247428875555	0.0121538943	-0.0050107201	8.6
0.158577405815555	0.0122244771	-0.0050107103	8.8
0.161912391808889	0.0122963924	-0.0050107037	9
0.16525492862	0.0123677289	-0.0050107045	9.2
0.168603638297778	0.0124417259	-0.0050107116	9.4
0.171959656722222	0.0125117524	-0.0050106939	9.6
0.175318254157778	0.0125810879	-0.0050107032	9.8
0.17868082718	0.0126530435	-0.0050107085	10
0.182056239388889	0.0127200415	-0.0050107014	10.2
0.18543867172	0.012788399	-0.0050107019	10.4
0.18883013524	0.0128589369	-0.0050106917	10.6
0.192224540882222	0.0129274738	-0.005010705	10.8
0.195626637	0.0129954274	-0.0050106974	11
0.199031945244444	0.0130613352	-0.0050106899	11.2
0.202441545631111	0.0131297106	-0.0050106899	11.4
0.205853333986667	0.0131945819	-0.0050106899	11.6
0.209267589626667	0.0132595296	-0.0050106966	11.8
0.212684061166667	0.0133277524	-0.0050106735	12
0.216103707588889	0.0133919597	-0.0050106877	12.2
0.219525811984444	0.0134595903	-0.0050106957	12.4
0.222949648135555	0.0135234208	-0.0050106943	12.6
0.226375830533333	0.0135893959	-0.0050107019	12.8
0.229803726064444	0.0136504178	-0.0050106961	13
0.233235960291111	0.013713647	-0.0050107001	13.2
0.236670540764444	0.0137798509	-0.0050106974	13.4
0.240107225413333	0.0138426226	-0.0050106961	13.6
0.243549831544444	0.0139064396	-0.0050106864	13.8
0.246989123135555	0.0139682915	-0.0050106864	14
0.250427632642222	0.0140287436	-0.0050106731	14.2
0.253868432533333	0.0140932246	-0.0050106903	14.4
0.25730949312	0.0141550227	-0.0050106797	14.6
0.260748682295555	0.0142192839	-0.0050106908	14.8
0.264188718724444	0.0142789912	-0.0050106731	15
0.267628243077778	0.01434205	-0.0050106846	15.2
0.271067851224444	0.0144023226	-0.0050106726	15.4
0.274507189366666	0.014460168	-0.0050106841	15.6
0.277947467868889	0.0145217866	-0.0050106939	15.8
0.281384981153333	0.0145816554	-0.0050106841	16
0.284820697511111	0.0146421165	-0.0050106753	16.2
0.28825720526	0.014702268	-0.0050106775	16.4
0.291692102291111	0.0147615356	-0.0050106748	16.6
0.295125211704444	0.0148187888	-0.0050106779	16.8
0.29855631936	0.014878016	-0.0050106859	17
0.301986067682222	0.0149371805	-0.0050106668	17.2
0.305412659742222	0.0149964257	-0.0050106753	17.4
0.308835965193333	0.015056299	-0.0050106837	17.6
0.312256579906667	0.015115257	-0.0050106637	17.8
