Calibrated Field (T)	Sample Voltage (V)	Sample Current (A)	Acquisition Time (s)
Teslas	Volts	Amps	Seconds
0.0245322081	0.0016308376	-0.0010082143	0
0.0249377737	0.0016363426	-0.0010082169	0.3333333333
0.02826902618	0.0016575012	-0.0010082121	0.6666666667
0.0324093150714286	0.0016869285	-0.0010082156	1
0.0370502764333333	0.0017188235	-0.001008209	1.3333333
0.0418127018	0.0017535943	-0.0010082174	1.6666667
0.0466676029538462	0.0017864583	-0.0010082067	2
0.0516873694	0.001821624	-0.0010082081	2.3333333
0.0567390637176471	0.0018551072	-0.0010082143	2.6666667
0.0618298033631579	0.0018881686	-0.001008201	3
0.0670377335761905	0.0019228542	-0.0010082054	3.3333333
0.0722516397521739	0.0019563509	-0.0010082178	3.6666667
0.077503002168	0.0019851142	-0.0010082067	4
0.0828293514518519	0.0020184044	-0.0010082125	4.3333333
0.0881693172310345	0.0020502141	-0.0010081988	4.6666667
0.0935290489709678	0.002079794	-0.001008205	5
0.0989574895030303	0.0021104686	-0.0010082143	5.3333333
0.104393433362857	0.0021399049	-0.001008197	5.6666667
0.109845877672973	0.0021682331	-0.0010081996	6
0.115350281507692	0.0021961484	-0.0010082032	6.3333333
0.120862733465854	0.0022242522	-0.0010082125	6.6666667
0.126380103386046	0.0022501442	-0.001008213	7
0.131940281031111	0.0022779878	-0.0010082081	7.3333333
0.137156761997778	0.0023036778	-0.0010082094	7.6666667
0.142524864555556	0.0023304581	-0.0010082098	8
0.147989684648889	0.0023546541	-0.0010082041	8.3333333
0.153453331617778	0.0023808017	-0.0010082134	8.6666667
0.158945664255556	0.0024042036	-0.0010082045	9
0.16445595686	0.0024299071	-0.001008201	9.3333333
0.1699805504	0.0024528469	-0.0010082134	9.6666667
0.175519612466667	0.0024770474	-0.0010081979	10
0.181072826502222	0.0025008441	-0.0010082067	10.3333333
0.18663765074	0.0025229449	-0.0010082023	10.6666667
0.192217557997778	0.0025470287	-0.0010082059	11
0.19780826544	0.0025699147	-0.0010081939	11.3333333
0.203404391597778	0.0025929935	-0.0010081983	11.6666667
0.209015945264444	0.0026142912	-0.0010082063	12
0.214631493137778	0.0026370156	-0.0010082103	12.3333333
0.220254396311111	0.0026602784	-0.0010081894	12.6666667
0.225883798217778	0.0026814326	-0.0010081903	13
0.231519242642222	0.0027027886	-0.0010081903	13.3333333
0.237159789224444	0.0027234671	-0.0010081899	13.6666667
0.242802914817778	0.0027455141	-0.0010082023	14
0.248447045944444	0.0027663362	-0.0010081996	14.3333333
0.254097443042222	0.0027881857	-0.0010081992	14.6666667
0.259749562584444	0.0028083124	-0.0010082116	15
0.265395043735555	0.0028300543	-0.0010082076	15.3333333
0.271042424228889	0.002850356	-0.001008193	15.6666667
0.276694059624444	0.0028709627	-0.0010081983	16
0.282342333926667	0.0028906453	-0.0010081974	16.3333333
0.28798288982	0.0029118712	-0.0010081908	16.6666667
0.293626629904444	0.0029308583	-0.0010081996	17
0.299266645788889	0.0029511734	-0.0010082054	17.3333333
0.304896988055555	0.0029721481	-0.0010082138	17.6666667
0.310520710553333	0.0029905609	-0.001008197	18
0.316144805473333	0.0030101986	-0.0010081974	18.3333333
0.321760418522222	0.0030301369	-0.0010081908	18.6666667
0.327365492077778	0.0030488683	-0.0010081992	19
0.332964402077778	0.0030680797	-0.0010081983	19.3333333
0.338556785413333	0.0030884935	-0.0010081992	19.6666667
0.344139765135556	0.003106027	-0.0010081877	20
0.349711041553333	0.0031256781	-0.0010081983	20.3333333
0.355271499164444	0.003145751	-0.0010082014	20.6666667
0.360820178984444	0.0031626115	-0.0010081881	21
0.366362816286667	0.0031816255	-0.0010082005	21.3333333
0.371893117166667	0.0032018644	-0.0010082045	21.6666667
0.377409582635556	0.0032184063	-0.0010081899	22
0.382917072777778	0.0032373396	-0.001008201	22.3333333
0.388410466813333	0.0032563806	-0.0010081965	22.6666667
0.393886450202222	0.0032730257	-0.0010082032	23
0.399347769544445	0.0032919545	-0.0010081957	23.3333333
0.404803400168889	0.0033099905	-0.0010082072	23.6666667
0.410240344606667	0.0033267433	-0.0010082169	24
0.415662690171111	0.0033448645	-0.001008205	24.3333333
0.421071079288889	0.0033619269	-0.0010082005	24.6666667
0.426436286277778	0.0033791059	-0.001008201	25
0.431817339748889	0.003397438	-0.0010081943	25.3333333
0.437180544977778	0.0034141235	-0.0010081988	25.6666667
0.442526739913333	0.0034312666	-0.0010081823	26
0.447859425306667	0.0034494327	-0.0010081859	26.3333333
0.453180630846667	0.0034656606	-0.0010081846	26.6666667
0.458447928555556	0.0034822115	-0.0010081952	27
0.463735616273333	0.0035004718	-0.0010082036	27.3333333
0.469008220971111	0.0035167221	-0.0010081934	27.6666667
0.474229496848889	0.0035326763	-0.0010082045	28
0.47946647024	0.0035494515	-0.0010081979	28.3333333
0.48468996202	0.0035661012	-0.0010082014	28.6666667
0.489864024322222	0.003581333	-0.0010082041	29
0.495052489977778	0.0035980903	-0.0010082028	29.3333333
0.500225844682222	0.0036150989	-0.0010081899	29.6666667
0.505346632268889	0.0036295142	-0.0010081926	30
0.510489588168889	0.0036463074	-0.0010081992	30.3333333
0.515613774091111	0.0036632711	-0.0010081868	30.6666667
0.520684573571111	0.0036787542	-0.0010082107	31
0.525771861957778	0.0036938425	-0.0010082005	31.3333333
0.530846599782222	0.0037117663	-0.001008205	31.6666667
0.535870744317778	0.0037261053	-0.0010082028	32
0.540902383808889	0.0037427594	-0.001008197	32.3333333
0.54592588592	0.0037566453	-0.0010082014	32.6666667
0.550898925088889	0.0037712311	-0.0010082107	33
0.555877857806667	0.0037865931	-0.001008197	33.3333333
0.560843709264444	0.003802157	-0.0010082028	33.6666667
0.565770326248889	0.0038157378	-0.0010082001	34
0.570713199377778	0.0038307274	-0.0010081894	34.3333333
0.575637414251111	0.0038449632	-0.0010082023	34.6666667
0.58051513246	0.0038595984	-0.0010082014	35
0.585408743702222	0.0038741169	-0.0010081903	35.3333333
0.590288202975555	0.0038899634	-0.0010082014	35.6666667
0.59511597032	0.0039033378	-0.0010082067	36
0.599953914046666	0.0039187267	-0.0010081908	36.3333333
0.604777482353333	0.0039329177	-0.0010082032	36.6666667
0.609553278453333	0.003946521	-0.0010081988	37
0.614337779875555	0.0039628117	-0.0010081961	37.3333333
0.619106425506666	0.0039772539	-0.0010082023	37.6666667
0.623826563402222	0.003990902	-0.0010082059	38
0.628556281808889	0.0040074395	-0.0010081934	38.3333333
0.633271429273333	0.0040212266	-0.0010082028	38.6666667
0.637937119328889	0.0040345383	-0.0010082041	39
0.642612119891111	0.0040502951	-0.0010082023	39.3333333
0.647271059828889	0.0040633599	-0.001008213	39.6666667
0.651908650777778	0.0040768331	-0.0010082032	40
0.656523244775555	0.0040900639	-0.0010082032	40.3333333
0.661123370248889	0.0041038062	-0.0010082072	40.6666667
0.66567377762	0.0041154937	-0.0010081992	41
0.670226875726666	0.0041295008	-0.0010082054	41.3333333
0.67476245146	0.0041403223	-0.0010082081	41.6666667
0.679280961037778	0.0041523463	-0.0010082098	42
0.683773112573333	0.0041658912	-0.0010081926	42.3333333
0.68824375684	0.0041773544	-0.0010082054	42.6666667
0.692696087342222	0.0041890733	-0.0010082041	43
0.697121808417778	0.0042016312	-0.0010082081	43.3333333
0.701521450764444	0.0042142294	-0.0010082161	43.6666667
0.70590374764	0.0042261278	-0.001008205	44
0.710258308517778	0.0042394708	-0.0010082112	44.3333333
0.714590347282222	0.0042508038	-0.001008201	44.6666667
0.718899826691111	0.0042632092	-0.0010082134	45
0.723176877608889	0.0042761798	-0.0010082032	45.3333333
0.727431918488889	0.0042873424	-0.0010081974	45.6666667
0.731665331064444	0.0042987203	-0.0010082054	46
0.735863717515555	0.0043130907	-0.0010082227	46.3333333
0.740039237364444	0.0043245494	-0.0010082023	46.6666667
0.744189134702222	0.0043358421	-0.0010082085	47
0.748309508424444	0.0043496562	-0.0010082183	47.3333333
0.752403617208889	0.0043620391	-0.0010082156	47.6666667
0.75647116312	0.0043733138	-0.001008209	48
0.760506950895555	0.0043858313	-0.0010082174	48.3333333
0.76451772134	0.0043981649	-0.0010081996	48.6666667
0.768492730133333	0.0044102203	-0.0010082094	49
0.772425422675555	0.0044217103	-0.0010082138	49.3333333
0.776335416206666	0.0044341336	-0.001008209	49.6666667
0.780215308871111	0.0044453096	-0.0010082076	50
0.784054309793333	0.0044573291	-0.0010082169	50.3333333
0.787868917188889	0.0044683346	-0.0010082063	50.6666667
0.791656105144444	0.0044787569	-0.0010081939	51
0.795403462755555	0.0044901348	-0.0010082156	51.3333333
0.799123019195555	0.0045008039	-0.0010082098	51.6666667
0.802813247542222	0.0045092565	-0.0010082125	52
0.806461913791111	0.0045206345	-0.0010082032	52.3333333
0.810088914491111	0.0045295851	-0.0010082001	52.6666667
0.813685683977778	0.0045386929	-0.001008205	53
0.817238964091111	0.004548976	-0.0010082121	53.3333333
0.820764247513333	0.0045587657	-0.0010082196	53.6666667
0.824265984666666	0.0045656257	-0.0010082178	54
0.827722053788889	0.004574536	-0.0010082183	54.3333333
0.831151606591111	0.0045840609	-0.0010082036	54.6666667
0.834559652124444	0.0045916971	-0.0010082178	55
0.83792193652	0.0046008496	-0.0010082032	55.3333333
0.84125430626	0.0046088985	-0.0010082161	55.6666667
0.844562086953333	0.00461557	-0.001008213	56
0.847833463568888	0.0046243278	-0.0010082032	56.3333333
0.85106959992	0.0046324978	-0.0010082014	56.6666667
0.854285262468888	0.0046410402	-0.0010082125	57
0.857453851097777	0.0046486943	-0.0010082205	57.3333333
0.860599424157778	0.0046563843	-0.0010082209	57.6666667
0.863721916473333	0.0046625981	-0.0010082134	58
0.866779654217777	0.00467132	-0.0010082081	58.3333333
0.86984080892	0.0046777672	-0.0010082178	58.6666667
0.872865978515555	0.004686009	-0.0010082085	59
0.875860348957778	0.004693847	-0.0010082125	59.3333333
0.878825614757778	0.0047010255	-0.0010081992	59.6666667
0.881771077111111	0.0047078002	-0.0010082134	60
0.884661374717778	0.0047153466	-0.0010082121	60.3333333
0.887538805204444	0.0047226238	-0.0010082134	60.6666667
0.890404197206666	0.0047283352	-0.0010082205	61
0.893212124766666	0.0047381159	-0.0010082152	61.3333333
0.89601146804	0.0047433876	-0.0010082143	61.6666667
0.898798419028888	0.0047493502	-0.0010082169	62
0.901533370844444	0.0047578657	-0.0010082169	62.3333333
0.904257177982222	0.0047642322	-0.0010082223	62.6666667
0.906963453437777	0.0047700423	-0.0010082028	63
0.909631276504444	0.0047786295	-0.0010082209	63.3333333
0.912293345677777	0.0047842063	-0.0010082028	63.6666667
0.914930946842222	0.0047914072	-0.0010082059	64
0.917517954717777	0.0047997029	-0.0010082005	64.3333333
