Calibrated Field (T)	Sample Voltage (V)	Sample Current (A)	Acquisition Time (s)
0.3257141342	0.0571493451	0.0100607883	12.4
0.3307468351	0.0579557318	0.0100602066	12.6
0.3358645874	0.0587640072	0.0100619964	12.8
0.3409437943	0.0595744273	0.0100612804	13
0.3461168511	0.0603973511	0.0100611462	13.2
0.3512794335	0.0611979188	0.0100603408	13.4
0.3564327986	0.0619839907	0.0100622201	13.6
0.3613733255	0.0627742709	0.0100611015	13.8
0.3663733465	0.0635559056	0.0100614594	14
0.3714144268	0.064332197	0.0100615937	14.2
0.3763604003	0.0651224413	0.0100611015	14.4
0.3814794096	0.0659389181	0.010060833	14.6
0.3866461818	0.0666883713	0.0100615042	14.8
0.3916248352	0.0674603377	0.0100607883	15
0.3965909194	0.0682146139	0.0100607883	15.2
0.4015176202	0.0689721428	0.0100602513	15.4
0.4063923684	0.0697222914	0.0100617726	15.6
0.4113835909	0.0704607976	0.010060833	15.8
0.4162512166	0.0712275014	0.0100610567	16
0.4211100438	0.0719811943	0.0100609672	16.2
0.4262675985	0.0727131727	0.0100602961	16.4
0.4311356431	0.0734396641	0.0100614147	16.6
0.4359194742	0.0741671246	0.0100613252	16.8
0.4407108468	0.0748921803	0.0100603408	17
0.445614504	0.075610946	0.0100597591	17.2
0.450462019	0.076336437	0.0100609672	17.4
0.4552910991	0.077068855	0.0100604303	17.6
0.4602299501	0.0777770057	0.0100607883	17.8
0.4649417178	0.0784697722	0.0100608777	18
0.4696245765	0.0791686852	0.010060833	18.2
0.4744373166	0.0798698684	0.0100615937	18.4
0.4792312031	0.0805656319	0.0100615937	18.6
0.4838562434	0.0812602379	0.0100602066	18.8
0.4886132603	0.0819673746	0.0100601618	19
0.4934239056	0.0826647623	0.010060475	19.2
0.4981993572	0.0833220048	0.0100591775	19.4
0.5027468876	0.083992155	0.0100601618	19.6
0.5073685762	0.0846629198	0.0100607883	19.8
0.5120154032	0.0853256539	0.010060475	20
0.5167074792	0.0857607169	0.0100597144	20.2
0.5167074792	0.0857221511	0.0100596249	20.4
0.5195497905	0.0854924119	0.0100604303	20.6
0.518034785	0.0848846103	0.0100602513	20.8
0.5138886304	0.0843004705	0.0100606988	21
0.5098861836	0.0837549996	0.0100600723	21.2
0.5061221322	0.0831709854	0.0100602961	21.4
0.5021879779	0.0825760376	0.0100613699	21.6
0.4980439183	0.0819678547	0.0100611015	21.8
0.4939229021	0.0813404427	0.0100602961	22
0.4896657199	0.0807246283	0.0100600723	22.2
0.4859833682	0.080095691	0.0100603856	22.4
0.4818141702	0.0794793427	0.0100602513	22.6
0.4776219287	0.0788468026	0.0100602961	22.8
0.473385276	0.0782089417	0.010061012	23
0.4690962518	0.0775553915	0.0100594012	23.2
0.4647946584	0.076878525	0.010061012	23.4
0.4603568988	0.0762278282	0.0100594012	23.6
0.4559203962	0.0755674989	0.0100602513	23.8
0.4514725813	0.0748952984	0.0100600723	24
0.4470339838	0.074220415	0.0100615042	24.2
0.4425891017	0.0735414668	0.010060833	24.4
0.4380654527	0.072847803	0.0100607435	24.6
0.4334768629	0.0721327207	0.0100600276	24.8
0.4287114667	0.0714412822	0.0100608777	25
0.4242234304	0.0707467884	0.0100606988	25.2
0.4196415442	0.070021266	0.0100615489	25.4
0.4148954207	0.0693130211	0.0100595354	25.6
0.4102381194	0.0685927928	0.0100602066	25.8
0.4055464623	0.0678706309	0.0100598486	26
0.4007877696	0.0671235151	0.0100602066	26.2
0.3960542153	0.0663547117	0.0100607883	26.4
0.3910944157	0.0656287721	0.0100603408	26.6
0.3862967585	0.0648894404	0.0100609672	26.8
0.3814999393	0.0641376452	0.010061012	27
0.3766306378	0.0633799997	0.0100611015	27.2
0.3718011387	0.0626205371	0.0100602961	27.4
0.3669519479	0.0618267889	0.0100602066	27.6
0.3620214763	0.0610333816	0.0100619069	27.8
0.356903305	0.0602679341	0.0100609672	28
0.3519409915	0.0595011182	0.0100606988	28.2
0.3470922197	0.0587150597	0.0100609672	28.4
0.3421407995	0.0579215896	0.0100616832	28.6
0.3371512528	0.0571259391	0.0100614594	28.8
0.3320720459	0.0563071787	0.0100611015	29
0.3270607127	0.0555102092	0.0100617279	29.2
0.3219458931	0.054673476	0.0100607883	29.4
0.31662452	0.053867004	0.0100619069	29.6
0.3115976847	0.0530635156	0.0100612804	29.8
0.3066563199	0.0522393311	0.0100621306	30
0.3014870339	0.051417152	0.0100614594	30.2
0.2964459535	0.050592124	0.0100612804	30.4
0.2913793158	0.049749859	0.010060475	30.6
0.2861677136	0.0488712534	0.0100616832	30.8
0.2807558423	0.0480278667	0.010060833	31
0.2755744061	0.0471961853	0.010060833	31.2
0.2704859818	0.0463379663	0.0100603408	31.4
0.2653066405	0.0454855438	0.0100620411	31.6
0.2601264612	0.0446372803	0.010061012	31.8
0.2549714202	0.0437741217	0.0100615042	32
0.2497652646	0.0429036547	0.0100613699	32.2
0.2445012908	0.0419985205	0.0100605645	32.4
0.239004368	0.0411217275	0.0100611015	32.6
0.2336917933	0.0402560565	0.0100618174	32.8
0.2285103571	0.0393848895	0.0100607435	33
0.2233775217	0.0385088278	0.0100603408	33.2
0.2180976269	0.0376287327	0.0100604303	33.4
0.2128872816	0.0367348507	0.0100611462	33.6
0.2075784776	0.0358119187	0.0100598039	33.8
0.2021586459	0.0349182879	0.0100613252	34
0.1968582214	0.0340345139	0.010061012	34.2
0.1916151962	0.0331452395	0.0100607883	34.4
0.1863776176	0.0322489124	0.0100615042	34.6
0.1811890589	0.0313586958	0.0100612804	34.8
0.1759024605	0.030443319	0.0100610567	35
0.170647285	0.0295175291	0.010061012	35.2
0.1651449157	0.0286134628	0.0100600723	35.4
0.1599010525	0.0277127748	0.0100613252	35.6
0.1546831657	0.0267908612	0.0100616832	35.8
0.1492989466	0.025881954	0.010061012	36
0.1440898582	0.0249702068	0.0100607435	36.2
0.1389205722	0.0240433177	0.0100615489	36.4
0.1335522741	0.0231335805	0.0100602961	36.6
0.1283167904	0.0221782605	0.0100616384	36.8
0.1228114882	0.0212634984	0.0100609672	37
0.1176116172	0.0203359095	0.0100623096	37.2
0.1123644022	0.0194086615	0.0100605198	37.4
0.1071305944	0.0184728488	0.0100593564	37.6
0.1018578221	0.017535753	0.0100609672	37.8
0.0966642357	0.0165794954	0.0100613699	38
0.091320238	0.0156018463	0.0100615042	38.2
0.0858082323	0.0146494157	0.0100613252	38.4
0.0806498396	0.0137047153	0.0100618621	38.6
0.0755316683	0.0127439443	0.0100613699	38.8
0.0702601529	0.0117558821	0.0100621753	39
0.065011262	0.0107621355	0.0100615489	39.2
0.0598164187	0.009769165	0.0100613252	39.4
0.0545976939	0.0087632466	0.0100612357	39.6
0.0494237992	0.0077659018	0.0100605645	39.8
0.0444346715	0.0066969842	0.010062578	40
0.0391413695	0.0055910666	0.0100619964	40.2
0.03374919	0.004624692	0.0100615042	40.4
0.0291689797	0.0038707344	0.010061012	40.6
